#peptides,GO term,Name,
17,GO:0016783,sulfurtransferase activity,
17,GO:0008762,UDP-N-acetylmuramate dehydrogenase activity,
17,GO:0004637,phosphoribosylamine-glycine ligase activity,
17,GO:0016791,phosphatase activity,
17,GO:0004518,nuclease activity,
17,GO:0008253,5'-nucleotidase activity,
17,GO:0004733,pyridoxamine-phosphate oxidase activity,
16,GO:0004844,uracil DNA N-glycosylase activity,
16,GO:0033926,glycopeptide alpha-N-acetylgalactosaminidase activity,
16,GO:0008761,UDP-N-acetylglucosamine 2-epimerase activity,
16,GO:0015293,symporter activity,
16,GO:0016798,"hydrolase activity, acting on glycosyl bonds",
16,GO:0004477,methenyltetrahydrofolate cyclohydrolase activity,
16,GO:0009035,Type I site-specific deoxyribonuclease activity,
16,GO:0080146,L-cysteine desulfhydrase activity,
16,GO:0016651,"oxidoreductase activity, acting on NAD(P)H",
15,GO:0008881,glutamate racemase activity,
15,GO:0004750,ribulose-phosphate 3-epimerase activity,
15,GO:0004766,spermidine synthase activity,
15,GO:0043115,precorrin-2 dehydrogenase activity,
15,GO:0004190,aspartic-type endopeptidase activity,
15,GO:0004659,prenyltransferase activity,
15,GO:0004849,uridine kinase activity,
15,GO:0008853,exodeoxyribonuclease III activity,
15,GO:0004016,adenylate cyclase activity,
15,GO:0008115,sarcosine oxidase activity,
15,GO:0004155,"6,7-dihydropteridine reductase activity",
15,GO:0004793,threonine aldolase activity,
15,GO:0047545,2-hydroxyglutarate dehydrogenase activity,
15,GO:0015197,peptide transmembrane transporter activity,
14,GO:0005351,carbohydrate:proton symporter activity,
14,GO:0022877,protein-N(PI)-phosphohistidine-fructose phosphotransferase system transporter activity,
14,GO:0016920,pyroglutamyl-peptidase activity,
14,GO:0004613,phosphoenolpyruvate carboxykinase (GTP) activity,
14,GO:0008448,N-acetylglucosamine-6-phosphate deacetylase activity,
14,GO:0009022,tRNA nucleotidyltransferase activity,
14,GO:0008879,glucose-1-phosphate thymidylyltransferase activity,
14,GO:0046026,precorrin-4 C11-methyltransferase activity,
14,GO:0047480,UDP-N-acetylmuramoyl-tripeptide-D-alanyl-D-alanine ligase activity,
14,GO:0004852,uroporphyrinogen-III synthase activity,
14,GO:0004044,amidophosphoribosyltransferase activity,
14,GO:0004633,phosphopantothenoylcysteine decarboxylase activity,
14,GO:0004368,glycerol-3-phosphate dehydrogenase activity,
14,GO:0004152,dihydroorotate dehydrogenase activity,
14,GO:0015417,polyamine-transporting ATPase activity,
14,GO:0016758,"transferase activity, transferring hexosyl groups",
14,GO:0051015,actin filament binding,
14,GO:0004081,bis(5'-nucleosyl)-tetraphosphatase (asymmetrical) activity,
14,GO:1904047,S-adenosyl-L-methionine binding,
14,GO:0005089,Rho guanyl-nucleotide exchange factor activity,
14,GO:0051908,double-stranded DNA 5'-3' exodeoxyribonuclease activity,
14,GO:0016811,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides",
14,GO:0004622,lysophospholipase activity,
14,GO:0004729,oxygen-dependent protoporphyrinogen oxidase activity,
13,GO:0033925,mannosyl-glycoprotein endo-beta-N-acetylglucosaminidase activity,
13,GO:0008736,L-fucose isomerase activity,
13,GO:0030788,precorrin-2 C20-methyltransferase activity,
13,GO:0004055,argininosuccinate synthase activity,
13,GO:0051266,sirohydrochlorin ferrochelatase activity,
13,GO:0045152,antisigma factor binding,
13,GO:0034618,arginine binding,
13,GO:0004632,phosphopantothenate--cysteine ligase activity,
13,GO:0003725,double-stranded RNA binding,
13,GO:0030234,enzyme regulator activity,
13,GO:0000150,recombinase activity,
13,GO:0004082,bisphosphoglycerate mutase activity,
13,GO:0004069,L-aspartate:2-oxoglutarate aminotransferase activity,
13,GO:0008551,cadmium-exporting ATPase activity,
13,GO:0008026,ATP-dependent helicase activity,
13,GO:0004842,ubiquitin-protein transferase activity,
13,GO:0004060,arylamine N-acetyltransferase activity,
13,GO:0016463,zinc-exporting ATPase activity,
13,GO:0045322,unmethylated CpG binding,
12,GO:0008663,"2',3'-cyclic-nucleotide 2'-phosphodiesterase activity",
12,GO:0015169,glycerol-3-phosphate transmembrane transporter activity,
12,GO:0043768,S-ribosylhomocysteine lyase activity,
12,GO:0008759,UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase activity,
12,GO:0103117,UDP-3-O-acyl-N-acetylglucosamine deacetylase activity,
12,GO:0016722,"oxidoreductase activity, oxidizing metal ions",
12,GO:0004342,glucosamine-6-phosphate deaminase activity,
12,GO:0004479,methionyl-tRNA formyltransferase activity,
12,GO:0008855,exodeoxyribonuclease VII activity,
12,GO:0016615,malate dehydrogenase activity,
12,GO:0005085,guanyl-nucleotide exchange factor activity,
12,GO:0050570,4-hydroxythreonine-4-phosphate dehydrogenase activity,
12,GO:0004725,protein tyrosine phosphatase activity,
12,GO:0004021,L-alanine:2-oxoglutarate aminotransferase activity,
12,GO:0008254,3'-nucleotidase activity,
12,GO:0019901,protein kinase binding,
12,GO:0008800,beta-lactamase activity,
12,GO:0017056,structural constituent of nuclear pore,
12,GO:0008987,quinolinate synthetase A activity,
12,GO:0008841,dihydrofolate synthase activity,
11,GO:0004655,porphobilinogen synthase activity,
11,GO:0030604,1-deoxy-D-xylulose-5-phosphate reductoisomerase activity,
11,GO:0070402,NADPH binding,
11,GO:0008935,"1,4-dihydroxy-2-naphthoyl-CoA synthase activity",
11,GO:0000310,xanthine phosphoribosyltransferase activity,
11,GO:0016823,"hydrolase activity, acting on acid carbon-carbon bonds, in ketonic substances",
11,GO:0008780,acyl-[acyl-carrier-protein]-UDP-N-acetylglucosamine O-acyltransferase activity,
11,GO:0042954,lipoprotein transporter activity,
11,GO:0047334,diphosphate-fructose-6-phosphate 1-phosphotransferase activity,
11,GO:0046961,"proton-transporting ATPase activity, rotational mechanism",
11,GO:0004121,cystathionine beta-lyase activity,
11,GO:0004163,diphosphomevalonate decarboxylase activity,
11,GO:0005200,structural constituent of cytoskeleton,
11,GO:0008794,arsenate reductase (glutaredoxin) activity,
11,GO:0052588,diacetyl reductase ((S)-acetoin forming) activity,
11,GO:0030544,Hsp70 protein binding,
11,GO:0015173,aromatic amino acid transmembrane transporter activity,
11,GO:0050605,superoxide reductase activity,
11,GO:0003905,alkylbase DNA N-glycosylase activity,
11,GO:0015097,mercury ion transmembrane transporter activity,
10,GO:0046429,4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase activity,
10,GO:0004643,phosphoribosylaminoimidazolecarboxamide formyltransferase activity,
10,GO:0003937,IMP cyclohydrolase activity,
10,GO:0008690,3-deoxy-manno-octulosonate cytidylyltransferase activity,
10,GO:0004156,dihydropteroate synthase activity,
10,GO:0034057,RNA strand-exchange activity,
10,GO:0033592,RNA strand annealing activity,
10,GO:0004641,phosphoribosylformylglycinamidine cyclo-ligase activity,
10,GO:0034979,NAD-dependent protein deacetylase activity,
10,GO:0008173,RNA methyltransferase activity,
10,GO:0004722,protein serine/threonine phosphatase activity,
10,GO:0008934,inositol monophosphate 1-phosphatase activity,
10,GO:0052832,inositol monophosphate 3-phosphatase activity,
10,GO:0052833,inositol monophosphate 4-phosphatase activity,
10,GO:0008932,lytic endotransglycosylase activity,
10,GO:0009374,biotin binding,
10,GO:0004151,dihydroorotase activity,
10,GO:0008964,phosphoenolpyruvate carboxylase activity,
10,GO:0004595,pantetheine-phosphate adenylyltransferase activity,
10,GO:0009007,site-specific DNA-methyltransferase (adenine-specific) activity,
10,GO:0005315,inorganic phosphate transmembrane transporter activity,
10,GO:0004309,exopolyphosphatase activity,
10,GO:0004565,beta-galactosidase activity,
10,GO:0004416,hydroxyacylglutathione hydrolase activity,
10,GO:0102009,proline dipeptidase activity,
10,GO:0008728,GTP diphosphokinase activity,
10,GO:0000976,transcription regulatory region sequence-specific DNA binding,
9,GO:0004550,nucleoside diphosphate kinase activity,
9,GO:0047850,diaminopimelate dehydrogenase activity,
9,GO:0004047,aminomethyltransferase activity,
9,GO:0050114,myo-inosose-2 dehydratase activity,
9,GO:0004418,hydroxymethylbilane synthase activity,
9,GO:0004594,pantothenate kinase activity,
9,GO:0004134,4-alpha-glucanotransferase activity,
9,GO:0008276,protein methyltransferase activity,
9,GO:0016888,"endodeoxyribonuclease activity, producing 5'-phosphomonoesters",
9,GO:0003951,NAD+ kinase activity,
9,GO:0008484,sulfuric ester hydrolase activity,
9,GO:0004847,urea carboxylase activity,
9,GO:0004425,indole-3-glycerol-phosphate synthase activity,
9,GO:0015095,magnesium ion transmembrane transporter activity,
9,GO:0047831,"D-ornithine 4,5-aminomutase activity",
9,GO:0016671,"oxidoreductase activity, acting on a sulfur group of donors, disulfide as acceptor",
8,GO:0050097,methylaspartate mutase activity,
8,GO:0047465,N-acylglucosamine-6-phosphate 2-epimerase activity,
8,GO:0015556,C4-dicarboxylate transmembrane transporter activity,
8,GO:0015501,glutamate:sodium symporter activity,
8,GO:0004077,biotin-[acetyl-CoA-carboxylase] ligase activity,
8,GO:0015420,cobalamin-transporting ATPase activity,
8,GO:0042242,"cobyrinic acid a,c-diamide synthase activity",
8,GO:0003849,3-deoxy-7-phosphoheptulonate synthase activity,
8,GO:0004765,shikimate kinase activity,
8,GO:0008479,queuine tRNA-ribosyltransferase activity,
8,GO:0031176,"endo-1,4-beta-xylanase activity",
8,GO:0004523,RNA-DNA hybrid ribonuclease activity,
8,GO:0042834,peptidoglycan binding,
8,GO:0003984,acetolactate synthase activity,
8,GO:0004045,aminoacyl-tRNA hydrolase activity,
8,GO:0052693,epoxyqueuosine reductase activity,
8,GO:0008409,5'-3' exonuclease activity,
8,GO:0140080,class III/IV DNA-(apurinic or apyrimidinic site) endonuclease activity,
8,GO:0140078,class I DNA-(apurinic or apyrimidinic site) endonuclease activity,
8,GO:0004640,phosphoribosylanthranilate isomerase activity,
8,GO:0031625,ubiquitin protein ligase binding,
8,GO:0005125,cytokine activity,
8,GO:0000981,"RNA polymerase II transcription factor activity, sequence-specific DNA binding",
8,GO:0004369,glycerol-3-phosphate oxidase activity,
8,GO:0015087,cobalt ion transmembrane transporter activity,
8,GO:0050112,inositol 2-dehydrogenase activity,
8,GO:0052795,exo-alpha-(2->6)-sialidase activity,
8,GO:0052796,exo-alpha-(2->8)-sialidase activity,
8,GO:0052794,exo-alpha-(2->3)-sialidase activity,
8,GO:0044540,L-cystine L-cysteine-lyase (deaminating),
7,GO:0047151,methylenetetrahydrofolate-tRNA-(uracil-5-)-methyltransferase (FADH2-oxidizing) activity,
7,GO:0015081,sodium ion transmembrane transporter activity,
7,GO:0008478,pyridoxal kinase activity,
7,GO:0030698,"5,10-methylenetetrahydrofolate-dependent tRNA (m5U54) methyltransferase activity",
7,GO:0016857,"racemase and epimerase activity, acting on carbohydrates and derivatives",
7,GO:0008176,tRNA (guanine-N7-)-methyltransferase activity,
7,GO:0004414,homoserine O-acetyltransferase activity,
7,GO:0008899,homoserine O-succinyltransferase activity,
7,GO:0003908,methylated-DNA-[protein]-cysteine S-methyltransferase activity,
7,GO:0015129,lactate transmembrane transporter activity,
7,GO:0008685,"2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase activity",
7,GO:0070011,"peptidase activity, acting on L-amino acid peptides",
7,GO:0004491,methylmalonate-semialdehyde dehydrogenase (acylating) activity,
7,GO:0004089,carbonate dehydratase activity,
7,GO:0008061,chitin binding,
7,GO:0008933,lytic transglycosylase activity,
7,GO:0008854,exodeoxyribonuclease V activity,
7,GO:0004609,phosphatidylserine decarboxylase activity,
7,GO:0004665,prephenate dehydrogenase (NADP+) activity,
7,GO:0008977,prephenate dehydrogenase (NAD+) activity,
7,GO:0008556,potassium-transporting ATPase activity,
7,GO:0008883,glutamyl-tRNA reductase activity,
7,GO:0000156,phosphorelay response regulator activity,
7,GO:0004048,anthranilate phosphoribosyltransferase activity,
7,GO:0005388,calcium-transporting ATPase activity,
7,GO:0008955,peptidoglycan glycosyltransferase activity,
7,GO:0004400,histidinol-phosphate transaminase activity,
7,GO:0033795,betaine reductase activity,
7,GO:0008374,O-acyltransferase activity,
7,GO:0033794,sarcosine reductase activity,
7,GO:0003747,translation release factor activity,
7,GO:0016849,phosphorus-oxygen lyase activity,
7,GO:0004644,phosphoribosylglycinamide formyltransferase activity,
7,GO:0015930,glutamate synthase activity,
7,GO:0018454,acetoacetyl-CoA reductase activity,
7,GO:0001217,"bacterial-type RNA polymerase transcriptional repressor activity, sequence-specific DNA binding",
7,GO:0005543,phospholipid binding,
7,GO:0004185,serine-type carboxypeptidase activity,
7,GO:0004399,histidinol dehydrogenase activity,
7,GO:0015036,disulfide oxidoreductase activity,
7,GO:0008801,beta-phosphoglucomutase activity,
6,GO:0003796,lysozyme activity,
6,GO:0004141,dethiobiotin synthase activity,
6,GO:0061711,N(6)-L-threonylcarbamoyladenine synthase activity,
6,GO:0004013,adenosylhomocysteinase activity,
6,GO:0008721,D-serine ammonia-lyase activity,
6,GO:0004385,guanylate kinase activity,
6,GO:0008697,4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase activity,
6,GO:0008666,"2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase activity",
6,GO:0004799,thymidylate synthase activity,
6,GO:0004129,cytochrome-c oxidase activity,
6,GO:0102500,beta-maltose 4-alpha-glucanotransferase activity,
6,GO:0033743,peptide-methionine (R)-S-oxide reductase activity,
6,GO:0047355,CDP-glycerol glycerophosphotransferase activity,
6,GO:0008113,peptide-methionine (S)-S-oxide reductase activity,
6,GO:0051499,D-aminoacyl-tRNA deacylase activity,
6,GO:0004034,aldose 1-epimerase activity,
6,GO:0106026,Gly-tRNA(Ala) hydrolase activity,
6,GO:0043908,Ser(Gly)-tRNA(Ala) hydrolase activity,
6,GO:0004106,chorismate mutase activity,
6,GO:0016994,precorrin-6A reductase activity,
6,GO:0004351,glutamate decarboxylase activity,
6,GO:0003919,FMN adenylyltransferase activity,
6,GO:0102559,protein-(glutamine-N5) methyltransferase activity,
6,GO:0008531,riboflavin kinase activity,
6,GO:0036009,protein-glutamine N-methyltransferase activity,
6,GO:0016879,"ligase activity, forming carbon-nitrogen bonds",
6,GO:0005096,GTPase activator activity,
6,GO:0003688,DNA replication origin binding,
6,GO:0004617,phosphoglycerate dehydrogenase activity,
6,GO:0003690,double-stranded DNA binding,
6,GO:0030789,precorrin-3B C17-methyltransferase activity,
6,GO:0016755,"transferase activity, transferring amino-acyl groups",
6,GO:0046914,transition metal ion binding,
6,GO:0004020,adenylylsulfate kinase activity,
6,GO:0004354,glutamate dehydrogenase (NADP+) activity,
6,GO:0033608,formyl-CoA transferase activity,
6,GO:0046820,4-amino-4-deoxychorismate synthase activity,
6,GO:0033727,aldehyde dehydrogenase (FAD-independent) activity,
6,GO:0004349,glutamate 5-kinase activity,
6,GO:0003843,"1,3-beta-D-glucan synthase activity",
6,GO:0004324,ferredoxin-NADP+ reductase activity,
6,GO:0017048,Rho GTPase binding,
6,GO:0016992,lipoate synthase activity,
6,GO:0035091,phosphatidylinositol binding,
6,GO:0047134,protein-disulfide reductase activity,
6,GO:0003756,protein disulfide isomerase activity,
5,GO:0036374,glutathione hydrolase activity,
5,GO:0043752,adenosylcobinamide kinase activity,
5,GO:0036370,D-alanyl carrier activity,
5,GO:0008693,3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase activity,
5,GO:0048029,monosaccharide binding,
5,GO:0046556,alpha-L-arabinofuranosidase activity,
5,GO:0032947,protein-containing complex scaffold activity,
5,GO:0004056,argininosuccinate lyase activity,
5,GO:0015496,putrescine:ornithine antiporter activity,
5,GO:0034017,trans-2-decenoyl-acyl-carrier-protein isomerase activity,
5,GO:0008747,N-acetylneuraminate lyase activity,
5,GO:0070181,small ribosomal subunit rRNA binding,
5,GO:0004366,glycerol-3-phosphate O-acyltransferase activity,
5,GO:0004536,deoxyribonuclease activity,
5,GO:0015473,fimbrial usher porin activity,
5,GO:0004345,glucose-6-phosphate dehydrogenase activity,
5,GO:0005328,neurotransmitter:sodium symporter activity,
5,GO:0008675,2-dehydro-3-deoxy-phosphogluconate aldolase activity,
5,GO:0008700,4-hydroxy-2-oxoglutarate aldolase activity,
5,GO:0044212,transcription regulatory region DNA binding,
5,GO:0008767,UDP-galactopyranose mutase activity,
5,GO:0004810,tRNA adenylyltransferase activity,
5,GO:0004764,shikimate 3-dehydrogenase (NADP+) activity,
5,GO:0052855,ADP-dependent NAD(P)H-hydrate dehydratase activity,
5,GO:0003934,GTP cyclohydrolase I activity,
5,GO:0017150,tRNA dihydrouridine synthase activity,
5,GO:0070043,rRNA (guanine-N7-)-methyltransferase activity,
5,GO:0070008,serine-type exopeptidase activity,
5,GO:0003856,3-dehydroquinate synthase activity,
5,GO:0008641,ubiquitin-like modifier activating enzyme activity,
5,GO:0034040,lipid-transporting ATPase activity,
5,GO:0008865,fructokinase activity,
5,GO:0052906,tRNA (guanine(37)-N(1))-methyltransferase activity,
5,GO:0004798,thymidylate kinase activity,
5,GO:0008092,cytoskeletal protein binding,
5,GO:0015415,ATPase-coupled phosphate ion transmembrane transporter activity,
5,GO:0008976,polyphosphate kinase activity,
5,GO:0004300,enoyl-CoA hydratase activity,
5,GO:0004482,mRNA (guanine-N7-)-methyltransferase activity,
5,GO:0050515,4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase activity,
5,GO:0015093,ferrous iron transmembrane transporter activity,
5,GO:0004560,alpha-L-fucosidase activity,
5,GO:0046025,"precorrin-6Y C5,15-methyltransferase (decarboxylating) activity",
5,GO:0004004,ATP-dependent RNA helicase activity,
5,GO:0003964,RNA-directed DNA polymerase activity,
5,GO:0070401,NADP+ binding,
5,GO:0050577,GDP-L-fucose synthase activity,
5,GO:0103046,alanylglutamate dipeptidase activity,
5,GO:0102008,cytosolic dipeptidase activity,
5,GO:0004604,phosphoadenylyl-sulfate reductase (thioredoxin) activity,
5,GO:0004563,beta-N-acetylhexosaminidase activity,
5,GO:0050518,2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase activity,
5,GO:0016762,xyloglucan:xyloglucosyl transferase activity,
5,GO:0030276,clathrin binding,
5,GO:0004692,cGMP-dependent protein kinase activity,
5,GO:0047121,isoquinoline 1-oxidoreductase activity,
5,GO:0008710,8-amino-7-oxononanoate synthase activity,
5,GO:0019894,kinesin binding,
5,GO:0102953,hypoglycin A gamma-glutamyl transpeptidase activity,
5,GO:0103068,leukotriene C4 gamma-glutamyl transferase activity,
5,GO:0008893,"guanosine-3',5'-bis(diphosphate) 3'-diphosphatase activity",
5,GO:0004484,mRNA guanylyltransferase activity,
5,GO:0045296,cadherin binding,
4,GO:0005381,iron ion transmembrane transporter activity,
4,GO:0008829,dCTP deaminase activity,
4,GO:0004795,threonine synthase activity,
4,GO:0004150,dihydroneopterin aldolase activity,
4,GO:0102083,"7,8-dihydromonapterin aldolase activity",
4,GO:0008830,"dTDP-4-dehydrorhamnose 3,5-epimerase activity",
4,GO:0050151,oleate hydratase activity,
4,GO:0008840,4-hydroxy-tetrahydrodipicolinate synthase,
4,GO:0015267,channel activity,
4,GO:0003862,3-isopropylmalate dehydrogenase activity,
4,GO:0047343,glucose-1-phosphate cytidylyltransferase activity,
4,GO:0102420,sn-1-glycerol-3-phosphate C16:0-DCA-CoA acyl transferase activity,
4,GO:0047473,D-alanine [D-alanyl carrier protein] ligase activity,
4,GO:0009024,tagatose-6-phosphate kinase activity,
4,GO:0008892,guanine deaminase activity,
4,GO:0009025,tagatose-bisphosphate aldolase activity,
4,GO:0003906,DNA-(apurinic or apyrimidinic site) endonuclease activity,
4,GO:0016830,carbon-carbon lyase activity,
4,GO:0052908,16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase activity,
4,GO:0016624,"oxidoreductase activity, acting on the aldehyde or oxo group of donors, disulfide as acceptor",
4,GO:0004146,dihydrofolate reductase activity,
4,GO:0015299,solute:proton antiporter activity,
4,GO:0003920,GMP reductase activity,
4,GO:0018551,hydrogensulfite reductase activity,
4,GO:0003866,3-phosphoshikimate 1-carboxyvinyltransferase activity,
4,GO:0070677,rRNA (cytosine-2'-O-)-methyltransferase activity,
4,GO:0008198,ferrous iron binding,
4,GO:0004066,asparagine synthase (glutamine-hydrolyzing) activity,
4,GO:0046537,"2,3-bisphosphoglycerate-independent phosphoglycerate mutase activity",
4,GO:0070290,N-acylphosphatidylethanolamine-specific phospholipase D activity,
4,GO:0003841,1-acylglycerol-3-phosphate O-acyltransferase activity,
4,GO:0005536,glucose binding,
4,GO:0015321,sodium-dependent phosphate transmembrane transporter activity,
4,GO:0004396,hexokinase activity,
4,GO:0008808,cardiolipin synthase activity,
4,GO:0004157,dihydropyrimidinase activity,
4,GO:0016772,"transferase activity, transferring phosphorus-containing groups",
4,GO:0017110,nucleoside-diphosphatase activity,
4,GO:0008874,gluconate 5-dehydrogenase activity,
4,GO:0004362,glutathione-disulfide reductase activity,
4,GO:0008887,glycerate kinase activity,
4,GO:0004325,ferrochelatase activity,
4,GO:0003855,3-dehydroquinate dehydratase activity,
4,GO:0070577,lysine-acetylated histone binding,
4,GO:0050109,morphine 6-dehydrogenase activity,
4,GO:0003864,3-methyl-2-oxobutanoate hydroxymethyltransferase activity,
4,GO:0050110,mucinaminylserine mucinaminidase activity,
4,GO:0003724,RNA helicase activity,
4,GO:0004846,urate oxidase activity,
4,GO:0003882,CDP-diacylglycerol-serine O-phosphatidyltransferase activity,
4,GO:0043805,indolepyruvate ferredoxin oxidoreductase activity,
4,GO:0036402,proteasome-activating ATPase activity,
4,GO:0004571,"mannosyl-oligosaccharide 1,2-alpha-mannosidase activity",
4,GO:0015232,heme transporter activity,
4,GO:0005484,SNAP receptor activity,
4,GO:0004664,prephenate dehydratase activity,
4,GO:0019903,protein phosphatase binding,
4,GO:0015419,ATPase-coupled sulfate transmembrane transporter activity,
4,GO:0016430,tRNA (adenine-N6-)-methyltransferase activity,
4,GO:0008984,protein-glutamate methylesterase activity,
4,GO:0047938,glucose-6-phosphate 1-epimerase activity,
4,GO:0048001,erythrose-4-phosphate dehydrogenase activity,
4,GO:0015623,iron-chelate-transporting ATPase activity,
4,GO:0102026,ferric dicitrate transporter activity,
4,GO:0004046,aminoacylase activity,
4,GO:0018525,4-hydroxybenzoyl-CoA reductase activity,
4,GO:0004540,ribonuclease activity,
4,GO:0047727,isobutyryl-CoA mutase activity,
4,GO:0019789,SUMO transferase activity,
4,GO:0003881,CDP-diacylglycerol-inositol 3-phosphatidyltransferase activity,
4,GO:0018492,carbon-monoxide dehydrogenase (acceptor) activity,
4,GO:0004677,DNA-dependent protein kinase activity,
3,GO:0008413,"8-oxo-7,8-dihydroguanosine triphosphate pyrophosphatase activity",
3,GO:0016799,"hydrolase activity, hydrolyzing N-glycosyl compounds",
3,GO:0003848,2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase activity,
3,GO:0046857,"oxidoreductase activity, acting on other nitrogenous compounds as donors, with NAD or NADP as acceptor",
3,GO:0033739,preQ1 synthase activity,
3,GO:0008877,glucose-1-phosphatase activity,
3,GO:0008837,diaminopimelate epimerase activity,
3,GO:0047200,tetrahydrodipicolinate N-acetyltransferase activity,
3,GO:0008514,organic anion transmembrane transporter activity,
3,GO:0001055,RNA polymerase II activity,
3,GO:0004515,nicotinate-nucleotide adenylyltransferase activity,
3,GO:0045127,N-acetylglucosamine kinase activity,
3,GO:0015658,branched-chain amino acid transmembrane transporter activity,
3,GO:0015574,trehalose transmembrane transporter activity,
3,GO:0046873,metal ion transmembrane transporter activity,
3,GO:0033786,heptose-1-phosphate adenylyltransferase activity,
3,GO:0033785,heptose 7-phosphate kinase activity,
3,GO:0008534,oxidized purine nucleobase lesion DNA N-glycosylase activity,
3,GO:0004721,phosphoprotein phosphatase activity,
3,GO:0001727,lipid kinase activity,
3,GO:0004298,threonine-type endopeptidase activity,
3,GO:0004127,cytidylate kinase activity,
3,GO:0008753,NADPH dehydrogenase (quinone) activity,
3,GO:0003991,acetylglutamate kinase activity,
3,GO:0030272,5-formyltetrahydrofolate cyclo-ligase activity,
3,GO:0008757,S-adenosylmethionine-dependent methyltransferase activity,
3,GO:0008175,tRNA methyltransferase activity,
3,GO:0003896,DNA primase activity,
3,GO:0004350,glutamate-5-semialdehyde dehydrogenase activity,
3,GO:0016726,"oxidoreductase activity, acting on CH or CH2 groups, NAD or NADP as acceptor",
3,GO:0016780,"phosphotransferase activity, for other substituted phosphate groups",
3,GO:0004673,protein histidine kinase activity,
3,GO:0015297,antiporter activity,
3,GO:0016984,ribulose-bisphosphate carboxylase activity,
3,GO:0009037,tyrosine-based site-specific recombinase activity,
3,GO:0052856,NADHX epimerase activity,
3,GO:0008880,glucuronate isomerase activity,
3,GO:0008444,CDP-diacylglycerol-glycerol-3-phosphate 3-phosphatidyltransferase activity,
3,GO:0004030,aldehyde dehydrogenase [NAD(P)+] activity,
3,GO:0042895,antibiotic transmembrane transporter activity,
3,GO:0015343,siderophore transmembrane transporter activity,
3,GO:0031992,energy transducer activity,
3,GO:0052381,tRNA dimethylallyltransferase activity,
3,GO:0016901,"oxidoreductase activity, acting on the CH-OH group of donors, quinone or similar compound as acceptor",
3,GO:0004460,L-lactate dehydrogenase (cytochrome) activity,
3,GO:0047810,D-alanine:2-oxoglutarate aminotransferase activity,
3,GO:0008553,"proton-exporting ATPase activity, phosphorylative mechanism",
3,GO:0016504,peptidase activator activity,
3,GO:0070628,proteasome binding,
3,GO:0008106,alcohol dehydrogenase (NADP+) activity,
3,GO:0004483,mRNA (nucleoside-2'-O-)-methyltransferase activity,
3,GO:0008174,mRNA methyltransferase activity,
3,GO:0047512,"(S,S)-butanediol dehydrogenase activity",
3,GO:0015591,D-ribose transmembrane transporter activity,
3,GO:0019887,protein kinase regulator activity,
3,GO:0005319,lipid transporter activity,
3,GO:0003994,aconitate hydratase activity,
3,GO:0004474,malate synthase activity,
3,GO:0004352,glutamate dehydrogenase (NAD+) activity,
3,GO:0008734,L-aspartate oxidase activity,
3,GO:0004100,chitin synthase activity,
3,GO:0047769,arogenate dehydratase activity,
3,GO:0008740,L-rhamnose isomerase activity,
3,GO:0047547,2-methylcitrate dehydratase activity,
3,GO:0061579,N-acyl homoserine lactone synthase activity,
3,GO:0004647,phosphoserine phosphatase activity,
3,GO:0008788,"alpha,alpha-phosphotrehalase activity",
3,GO:0004645,phosphorylase activity,
3,GO:0008146,sulfotransferase activity,
3,GO:0004114,"3',5'-cyclic-nucleotide phosphodiesterase activity",
3,GO:0018024,histone-lysine N-methyltransferase activity,
3,GO:0016157,sucrose synthase activity,
3,GO:0005249,voltage-gated potassium channel activity,
3,GO:0047530,"2,4-diaminopentanoate dehydrogenase activity",
3,GO:0046982,protein heterodimerization activity,
3,GO:0043140,ATP-dependent 3'-5' DNA helicase activity,
3,GO:0017076,purine nucleotide binding,
3,GO:0004611,phosphoenolpyruvate carboxykinase activity,
3,GO:0022872,protein-N(PI)-phosphohistidine-mannitol phosphotransferase system transmembrane transporter activity,
3,GO:0008138,protein tyrosine/serine/threonine phosphatase activity,
3,GO:0017049,GTP-Rho binding,
3,GO:0102148,N-acetyl-beta-D-galactosaminidase activity,
3,GO:0048487,beta-tubulin binding,
3,GO:0008320,protein transmembrane transporter activity,
3,GO:0009013,succinate-semialdehyde dehydrogenase [NAD(P)+] activity,
3,GO:0047304,2-aminoethylphosphonate-pyruvate transaminase activity,
3,GO:0008124,4-alpha-hydroxytetrahydrobiopterin dehydratase activity,
3,GO:0019205,nucleobase-containing compound kinase activity,
3,GO:0005102,signaling receptor binding,
3,GO:0008733,L-arabinose isomerase activity,
3,GO:0018623,"benzoate 1,2-dioxygenase activity",
3,GO:0004582,dolichyl-phosphate beta-D-mannosyltransferase activity,
3,GO:0016156,fumarate reductase (NADH) activity,
