#peptides,GO term,Name,
16,GO:0052908,16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase activity,
16,GO:0004324,ferredoxin-NADP+ reductase activity,
16,GO:0004750,ribulose-phosphate 3-epimerase activity,
16,GO:0043365,[formate-C-acetyltransferase]-activating enzyme activity,
16,GO:0003911,DNA ligase (NAD+) activity,
16,GO:0008780,acyl-[acyl-carrier-protein]-UDP-N-acetylglucosamine O-acyltransferase activity,
16,GO:0008728,GTP diphosphokinase activity,
16,GO:0016705,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen",
16,GO:0051015,actin filament binding,
16,GO:0015036,disulfide oxidoreductase activity,
15,GO:0003941,L-serine ammonia-lyase activity,
15,GO:0008935,"1,4-dihydroxy-2-naphthoyl-CoA synthase activity",
15,GO:0004712,protein serine/threonine/tyrosine kinase activity,
15,GO:0003935,GTP cyclohydrolase II activity,
15,GO:0033818,beta-ketoacyl-acyl-carrier-protein synthase III activity,
15,GO:0000310,xanthine phosphoribosyltransferase activity,
15,GO:0033743,peptide-methionine (R)-S-oxide reductase activity,
15,GO:0004014,adenosylmethionine decarboxylase activity,
15,GO:0008177,succinate dehydrogenase (ubiquinone) activity,
15,GO:0016773,"phosphotransferase activity, alcohol group as acceptor",
14,GO:0036370,D-alanyl carrier activity,
14,GO:0008814,citrate CoA-transferase activity,
14,GO:0047151,methylenetetrahydrofolate-tRNA-(uracil-5-)-methyltransferase (FADH2-oxidizing) activity,
14,GO:0008676,3-deoxy-8-phosphooctulonate synthase activity,
14,GO:0015415,ATPase-coupled phosphate ion transmembrane transporter activity,
14,GO:0015267,channel activity,
14,GO:0047349,D-ribitol-5-phosphate cytidylyltransferase activity,
14,GO:0004146,dihydrofolate reductase activity,
14,GO:0008851,ethanolamine ammonia-lyase activity,
14,GO:0030698,"5,10-methylenetetrahydrofolate-dependent tRNA (m5U54) methyltransferase activity",
14,GO:0008234,cysteine-type peptidase activity,
14,GO:0033201,"alpha-1,4-glucan synthase activity",
14,GO:0009011,starch synthase activity,
14,GO:0004373,glycogen (starch) synthase activity,
14,GO:0008686,"3,4-dihydroxy-2-butanone-4-phosphate synthase activity",
14,GO:0042895,antibiotic transmembrane transporter activity,
14,GO:0004106,chorismate mutase activity,
14,GO:0016209,antioxidant activity,
14,GO:0043896,"glucan 1,6-alpha-glucosidase activity",
14,GO:0000150,recombinase activity,
14,GO:0015297,antiporter activity,
14,GO:0102148,N-acetyl-beta-D-galactosaminidase activity,
13,GO:0016920,pyroglutamyl-peptidase activity,
13,GO:0008239,dipeptidyl-peptidase activity,
13,GO:0003862,3-isopropylmalate dehydrogenase activity,
13,GO:0070402,NADPH binding,
13,GO:0071424,rRNA (cytosine-N4-)-methyltransferase activity,
13,GO:0003861,3-isopropylmalate dehydratase activity,
13,GO:0004107,chorismate synthase activity,
13,GO:0017150,tRNA dihydrouridine synthase activity,
13,GO:0030789,precorrin-3B C17-methyltransferase activity,
13,GO:0004803,transposase activity,
13,GO:0004105,choline-phosphate cytidylyltransferase activity,
13,GO:0043885,carbon-monoxide dehydrogenase (ferredoxin) activity,
13,GO:0015623,iron-chelate-transporting ATPase activity,
13,GO:0102026,ferric dicitrate transporter activity,
13,GO:0004842,ubiquitin-protein transferase activity,
13,GO:0004012,phospholipid-translocating ATPase activity,
13,GO:0008188,neuropeptide receptor activity,
12,GO:0008762,UDP-N-acetylmuramate dehydrogenase activity,
12,GO:0008736,L-fucose isomerase activity,
12,GO:0003934,GTP cyclohydrolase I activity,
12,GO:0047482,UDP-N-acetylmuramoyl-L-alanyl-D-glutamate-L-lysine ligase activity,
12,GO:0004641,phosphoribosylformylglycinamidine cyclo-ligase activity,
12,GO:0004418,hydroxymethylbilane synthase activity,
12,GO:0004045,aminoacyl-tRNA hydrolase activity,
12,GO:0030604,1-deoxy-D-xylulose-5-phosphate reductoisomerase activity,
12,GO:0003920,GMP reductase activity,
12,GO:0042279,"nitrite reductase (cytochrome, ammonia-forming) activity",
12,GO:0019808,polyamine binding,
12,GO:0004350,glutamate-5-semialdehyde dehydrogenase activity,
12,GO:0030151,molybdenum ion binding,
12,GO:0008782,adenosylhomocysteine nucleosidase activity,
12,GO:0003995,acyl-CoA dehydrogenase activity,
12,GO:0004664,prephenate dehydratase activity,
12,GO:0008649,rRNA methyltransferase activity,
12,GO:0046025,"precorrin-6Y C5,15-methyltransferase (decarboxylating) activity",
12,GO:0004721,phosphoprotein phosphatase activity,
12,GO:0004364,glutathione transferase activity,
12,GO:0004103,choline kinase activity,
11,GO:0033739,preQ1 synthase activity,
11,GO:0004643,phosphoribosylaminoimidazolecarboxamide formyltransferase activity,
11,GO:0003937,IMP cyclohydrolase activity,
11,GO:0046857,"oxidoreductase activity, acting on other nitrogenous compounds as donors, with NAD or NADP as acceptor",
11,GO:0008381,mechanosensitive ion channel activity,
11,GO:0004077,biotin-[acetyl-CoA-carboxylase] ligase activity,
11,GO:0016994,precorrin-6A reductase activity,
11,GO:0050270,S-adenosylhomocysteine deaminase activity,
11,GO:0008759,UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase activity,
11,GO:0103117,UDP-3-O-acyl-N-acetylglucosamine deacetylase activity,
11,GO:0016857,"racemase and epimerase activity, acting on carbohydrates and derivatives",
11,GO:0004067,asparaginase activity,
11,GO:0004421,hydroxymethylglutaryl-CoA synthase activity,
11,GO:0004560,alpha-L-fucosidase activity,
11,GO:0005507,copper ion binding,
11,GO:0004129,cytochrome-c oxidase activity,
11,GO:0019146,arabinose-5-phosphate isomerase activity,
11,GO:0050109,morphine 6-dehydrogenase activity,
11,GO:0004715,non-membrane spanning protein tyrosine kinase activity,
11,GO:0030412,formimidoyltetrahydrofolate cyclodeaminase activity,
11,GO:0003908,methylated-DNA-[protein]-cysteine S-methyltransferase activity,
11,GO:0052737,pyruvate dehydrogenase (quinone) activity,
10,GO:0015129,lactate transmembrane transporter activity,
10,GO:0050053,levansucrase activity,
10,GO:0004134,4-alpha-glucanotransferase activity,
10,GO:0102500,beta-maltose 4-alpha-glucanotransferase activity,
10,GO:0004413,homoserine kinase activity,
10,GO:0052928,CTP:3'-cytidine-tRNA cytidylyltransferase activity,
10,GO:0052929,ATP:3'-cytidine-cytidine-tRNA adenylyltransferase activity,
10,GO:0052927,CTP:tRNA cytidylyltransferase activity,
10,GO:0046873,metal ion transmembrane transporter activity,
10,GO:0140080,class III/IV DNA-(apurinic or apyrimidinic site) endonuclease activity,
10,GO:0140078,class I DNA-(apurinic or apyrimidinic site) endonuclease activity,
10,GO:0016849,phosphorus-oxygen lyase activity,
10,GO:0008967,phosphoglycolate phosphatase activity,
10,GO:0033727,aldehyde dehydrogenase (FAD-independent) activity,
10,GO:0018525,4-hydroxybenzoyl-CoA reductase activity,
10,GO:0050093,methanol dehydrogenase activity,
10,GO:0004029,aldehyde dehydrogenase (NAD) activity,
10,GO:0009020,tRNA (guanosine-2'-O-)-methyltransferase activity,
9,GO:0009029,tetraacyldisaccharide 4'-kinase activity,
9,GO:0017061,S-methyl-5-thioadenosine phosphorylase activity,
9,GO:0016410,N-acyltransferase activity,
9,GO:0004056,argininosuccinate lyase activity,
9,GO:0070043,rRNA (guanine-N7-)-methyltransferase activity,
9,GO:0090614,5'-methylthioadenosine deaminase activity,
9,GO:0046026,precorrin-4 C11-methyltransferase activity,
9,GO:0004799,thymidylate synthase activity,
9,GO:0061711,N(6)-L-threonylcarbamoyladenine synthase activity,
9,GO:0050242,"pyruvate, phosphate dikinase activity",
9,GO:0008930,methylthioadenosine nucleosidase activity,
9,GO:0003896,DNA primase activity,
9,GO:0015288,porin activity,
9,GO:0004792,thiosulfate sulfurtransferase activity,
9,GO:0015293,symporter activity,
9,GO:0003962,cystathionine gamma-synthase activity,
9,GO:0008767,UDP-galactopyranose mutase activity,
9,GO:0004637,phosphoribosylamine-glycine ligase activity,
9,GO:0008976,polyphosphate kinase activity,
9,GO:0004523,RNA-DNA hybrid ribonuclease activity,
9,GO:0003857,3-hydroxyacyl-CoA dehydrogenase activity,
9,GO:0004866,endopeptidase inhibitor activity,
9,GO:0008900,potassium:proton exchanging ATPase activity,
9,GO:0004121,cystathionine beta-lyase activity,
9,GO:0016628,"oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor",
9,GO:0008705,methionine synthase activity,
9,GO:0016661,"oxidoreductase activity, acting on other nitrogenous compounds as donors",
9,GO:0008793,aromatic-amino-acid:2-oxoglutarate aminotransferase activity,
9,GO:0008026,ATP-dependent helicase activity,
9,GO:0015103,inorganic anion transmembrane transporter activity,
8,GO:0008690,3-deoxy-manno-octulosonate cytidylyltransferase activity,
8,GO:0009039,urease activity,
8,GO:0070040,rRNA (adenine-C2-)-methyltransferase activity,
8,GO:0003855,3-dehydroquinate dehydratase activity,
8,GO:0002935,tRNA (adenine-C2-)-methyltransferase activity,
8,GO:0015444,magnesium-importing ATPase activity,
8,GO:0003866,3-phosphoshikimate 1-carboxyvinyltransferase activity,
8,GO:0008968,D-sedoheptulose 7-phosphate isomerase activity,
8,GO:0008859,exoribonuclease II activity,
8,GO:0042242,"cobyrinic acid a,c-diamide synthase activity",
8,GO:0004602,glutathione peroxidase activity,
8,GO:0004590,orotidine-5'-phosphate decarboxylase activity,
8,GO:0009007,site-specific DNA-methyltransferase (adenine-specific) activity,
8,GO:0010285,"L,L-diaminopimelate aminotransferase activity",
8,GO:0004659,prenyltransferase activity,
8,GO:0004591,oxoglutarate dehydrogenase (succinyl-transferring) activity,
8,GO:1904047,S-adenosyl-L-methionine binding,
8,GO:1990663,dihydroorotate dehydrogenase (fumarate) activity,
8,GO:0030280,structural constituent of epidermis,
8,GO:0061630,ubiquitin protein ligase activity,
8,GO:0050110,mucinaminylserine mucinaminidase activity,
8,GO:0103039,protein methylthiotransferase activity,
8,GO:0050580,"2,5-didehydrogluconate reductase activity",
8,GO:0103025,alpha-amylase activity (releasing maltohexaose),
8,GO:0004556,alpha-amylase activity,
8,GO:0016758,"transferase activity, transferring hexosyl groups",
8,GO:0004375,glycine dehydrogenase (decarboxylating) activity,
8,GO:0008863,formate dehydrogenase (NAD+) activity,
8,GO:0008186,RNA-dependent ATPase activity,
8,GO:0004604,phosphoadenylyl-sulfate reductase (thioredoxin) activity,
8,GO:0022872,protein-N(PI)-phosphohistidine-mannitol phosphotransferase system transmembrane transporter activity,
8,GO:0000986,bacterial-type proximal promoter sequence-specific DNA binding,
8,GO:0036355,2-iminoacetate synthase activity,
8,GO:0004474,malate synthase activity,
7,GO:0009022,tRNA nucleotidyltransferase activity,
7,GO:0008972,phosphomethylpyrimidine kinase activity,
7,GO:0000906,"6,7-dimethyl-8-ribityllumazine synthase activity",
7,GO:0004515,nicotinate-nucleotide adenylyltransferase activity,
7,GO:0004798,thymidylate kinase activity,
7,GO:0004132,dCMP deaminase activity,
7,GO:0046537,"2,3-bisphosphoglycerate-independent phosphoglycerate mutase activity",
7,GO:0016437,tRNA cytidylyltransferase activity,
7,GO:0015299,solute:proton antiporter activity,
7,GO:0016655,"oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor",
7,GO:0004592,pantoate-beta-alanine ligase activity,
7,GO:0004632,phosphopantothenate--cysteine ligase activity,
7,GO:0050043,lactate racemase activity,
7,GO:0042834,peptidoglycan binding,
7,GO:0008825,cyclopropane-fatty-acyl-phospholipid synthase activity,
7,GO:0004725,protein tyrosine phosphatase activity,
7,GO:0005096,GTPase activator activity,
7,GO:0000107,imidazoleglycerol-phosphate synthase activity,
7,GO:0052381,tRNA dimethylallyltransferase activity,
7,GO:0004416,hydroxyacylglutathione hydrolase activity,
7,GO:0033608,formyl-CoA transferase activity,
7,GO:0004636,phosphoribosyl-ATP diphosphatase activity,
7,GO:0004357,glutamate-cysteine ligase activity,
7,GO:0008832,dGTPase activity,
7,GO:0004714,transmembrane receptor protein tyrosine kinase activity,
7,GO:0000981,"RNA polymerase II transcription factor activity, sequence-specific DNA binding",
7,GO:0003910,DNA ligase (ATP) activity,
7,GO:0019205,nucleobase-containing compound kinase activity,
7,GO:0004635,phosphoribosyl-AMP cyclohydrolase activity,
6,GO:0015577,galactitol transmembrane transporter activity,
6,GO:0047605,acetolactate decarboxylase activity,
6,GO:0005344,oxygen carrier activity,
6,GO:0004016,adenylate cyclase activity,
6,GO:0050118,N-acetyldiaminopimelate deacetylase activity,
6,GO:0009035,Type I site-specific deoxyribonuclease activity,
6,GO:0004559,alpha-mannosidase activity,
6,GO:0004399,histidinol dehydrogenase activity,
6,GO:0005534,galactose binding,
6,GO:0004633,phosphopantothenoylcysteine decarboxylase activity,
6,GO:0008661,1-deoxy-D-xylulose-5-phosphate synthase activity,
6,GO:0016755,"transferase activity, transferring amino-acyl groups",
6,GO:0008788,"alpha,alpha-phosphotrehalase activity",
6,GO:0008747,N-acetylneuraminate lyase activity,
6,GO:0004648,O-phospho-L-serine:2-oxoglutarate aminotransferase activity,
6,GO:0051921,adenosylcobyric acid synthase (glutamine-hydrolyzing) activity,
6,GO:0005244,voltage-gated ion channel activity,
6,GO:0005248,voltage-gated sodium channel activity,
6,GO:0016881,acid-amino acid ligase activity,
6,GO:0015093,ferrous iron transmembrane transporter activity,
6,GO:0017049,GTP-Rho binding,
6,GO:0004617,phosphoglycerate dehydrogenase activity,
6,GO:0005543,phospholipid binding,
6,GO:0015418,quaternary-ammonium-compound-transporting ATPase activity,
6,GO:0102908,quarternary amine transporter activity,
6,GO:0016702,"oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen",
6,GO:0017025,TBP-class protein binding,
6,GO:0019164,pyruvate synthase activity,
6,GO:0000978,RNA polymerase II proximal promoter sequence-specific DNA binding,
5,GO:0008881,glutamate racemase activity,
5,GO:0030674,"protein binding, bridging",
5,GO:0070677,rRNA (cytosine-2'-O-)-methyltransferase activity,
5,GO:0015595,spermidine-importing ATPase activity,
5,GO:0015594,putrescine-importing ATPase activity,
5,GO:0102040,fumarate reductase (menaquinone),
5,GO:0042781,3'-tRNA processing endoribonuclease activity,
5,GO:0019104,DNA N-glycosylase activity,
5,GO:0034023,5-(carboxyamino)imidazole ribonucleotide mutase activity,
5,GO:0008836,diaminopimelate decarboxylase activity,
5,GO:0008176,tRNA (guanine-N7-)-methyltransferase activity,
5,GO:0008320,protein transmembrane transporter activity,
5,GO:0004645,phosphorylase activity,
5,GO:0036361,"racemase activity, acting on amino acids and derivatives",
5,GO:0061799,cyclic pyranopterin monophosphate synthase activity,
5,GO:0008784,alanine racemase activity,
5,GO:0004044,amidophosphoribosyltransferase activity,
5,GO:0048029,monosaccharide binding,
5,GO:0005518,collagen binding,
5,GO:0008962,phosphatidylglycerophosphatase activity,
5,GO:0047206,UDP-N-acetylmuramoylpentapeptide-lysine N6-alanyltransferase activity,
5,GO:0008883,glutamyl-tRNA reductase activity,
5,GO:0061710,L-threonylcarbamoyladenylate synthase,
5,GO:0003955,NAD(P)H dehydrogenase (quinone) activity,
5,GO:0004048,anthranilate phosphoribosyltransferase activity,
5,GO:0003690,double-stranded DNA binding,
5,GO:0033786,heptose-1-phosphate adenylyltransferase activity,
5,GO:0033785,heptose 7-phosphate kinase activity,
5,GO:0035091,phosphatidylinositol binding,
5,GO:0047689,aspartate racemase activity,
5,GO:0017076,purine nucleotide binding,
5,GO:0004611,phosphoenolpyruvate carboxykinase activity,
5,GO:0004298,threonine-type endopeptidase activity,
5,GO:0004930,G-protein coupled receptor activity,
5,GO:0043781,cobalt-factor II C20-methyltransferase activity,
5,GO:0004035,alkaline phosphatase activity,
5,GO:0102483,scopolin beta-glucosidase activity,
5,GO:0018456,aryl-alcohol dehydrogenase (NAD+) activity,
5,GO:0015930,glutamate synthase activity,
5,GO:0019901,protein kinase binding,
5,GO:0015095,magnesium ion transmembrane transporter activity,
5,GO:0008936,nicotinamidase activity,
5,GO:0008422,beta-glucosidase activity,
5,GO:0008235,metalloexopeptidase activity,
5,GO:0004713,protein tyrosine kinase activity,
5,GO:0004499,"N,N-dimethylaniline monooxygenase activity",
5,GO:0046982,protein heterodimerization activity,
5,GO:0043750,phosphatidylinositol alpha-mannosyltransferase activity,
5,GO:0046912,"transferase activity, transferring acyl groups, acyl groups converted into alkyl on transfer",
5,GO:0047727,isobutyryl-CoA mutase activity,
4,GO:0004089,carbonate dehydratase activity,
4,GO:0004594,pantothenate kinase activity,
4,GO:0046522,S-methyl-5-thioribose kinase activity,
4,GO:0008479,queuine tRNA-ribosyltransferase activity,
4,GO:0050140,nitrate reductase (cytochrome) activity,
4,GO:0016154,pyrimidine-nucleoside phosphorylase activity,
4,GO:0046789,host cell surface receptor binding,
4,GO:0016790,thiolester hydrolase activity,
4,GO:0004308,exo-alpha-sialidase activity,
4,GO:0003871,5-methyltetrahydropteroyltriglutamate-homocysteine S-methyltransferase activity,
4,GO:0008478,pyridoxal kinase activity,
4,GO:0004349,glutamate 5-kinase activity,
4,GO:0004126,cytidine deaminase activity,
4,GO:0008171,O-methyltransferase activity,
4,GO:0015238,drug transmembrane transporter activity,
4,GO:0015197,peptide transmembrane transporter activity,
4,GO:0070008,serine-type exopeptidase activity,
4,GO:0016784,3-mercaptopyruvate sulfurtransferase activity,
4,GO:0008734,L-aspartate oxidase activity,
4,GO:0044318,L-aspartate:fumarate oxidoreductase activity,
4,GO:0008098,5S rRNA primary transcript binding,
4,GO:0009037,tyrosine-based site-specific recombinase activity,
4,GO:0048038,quinone binding,
4,GO:0004764,shikimate 3-dehydrogenase (NADP+) activity,
4,GO:0102082,demethylrebeccamycin--D-glucose O-methyltransferase activity,
4,GO:0052621,diguanylate cyclase activity,
4,GO:0015408,ferric-transporting ATPase activity,
4,GO:0004085,butyryl-CoA dehydrogenase activity,
4,GO:0030267,glyoxylate reductase (NADP) activity,
4,GO:0070403,NAD+ binding,
4,GO:0004435,phosphatidylinositol phospholipase C activity,
4,GO:0003841,1-acylglycerol-3-phosphate O-acyltransferase activity,
4,GO:0004096,catalase activity,
4,GO:0003724,RNA helicase activity,
4,GO:0042162,telomeric DNA binding,
4,GO:0003939,L-iditol 2-dehydrogenase activity,
4,GO:0004450,isocitrate dehydrogenase (NADP+) activity,
4,GO:0004400,histidinol-phosphate transaminase activity,
4,GO:0090729,toxin activity,
4,GO:0047334,diphosphate-fructose-6-phosphate 1-phosphotransferase activity,
4,GO:0008242,omega peptidase activity,
4,GO:0015087,cobalt ion transmembrane transporter activity,
4,GO:0003689,DNA clamp loader activity,
4,GO:0001077,"transcriptional activator activity, RNA polymerase II proximal promoter sequence-specific DNA binding",
4,GO:0016891,"endoribonuclease activity, producing 5'-phosphomonoesters",
4,GO:0008810,cellulase activity,
4,GO:0009032,thymidine phosphorylase activity,
4,GO:0008559,xenobiotic transmembrane transporting ATPase activity,
4,GO:0016712,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen",
3,GO:0102559,protein-(glutamine-N5) methyltransferase activity,
3,GO:0036009,protein-glutamine N-methyltransferase activity,
3,GO:0004076,biotin synthase activity,
3,GO:0004342,glucosamine-6-phosphate deaminase activity,
3,GO:0004150,dihydroneopterin aldolase activity,
3,GO:0102083,"7,8-dihydromonapterin aldolase activity",
3,GO:0019143,3-deoxy-manno-octulosonate-8-phosphatase activity,
3,GO:0043140,ATP-dependent 3'-5' DNA helicase activity,
3,GO:0016429,tRNA (adenine-N1-)-methyltransferase activity,
3,GO:0004335,galactokinase activity,
3,GO:0004609,phosphatidylserine decarboxylase activity,
3,GO:0050256,ribitol-5-phosphate 2-dehydrogenase activity,
3,GO:0016872,intramolecular lyase activity,
3,GO:0016657,"oxidoreductase activity, acting on NAD(P)H, nitrogenous group as acceptor",
3,GO:0004595,pantetheine-phosphate adenylyltransferase activity,
3,GO:0016879,"ligase activity, forming carbon-nitrogen bonds",
3,GO:0047244,N-acetylglucosaminyldiphosphoundecaprenol N-acetyl-beta-D-mannosaminyltransferase activity,
3,GO:0047355,CDP-glycerol glycerophosphotransferase activity,
3,GO:0008915,lipid-A-disaccharide synthase activity,
3,GO:0004605,phosphatidate cytidylyltransferase activity,
3,GO:0008750,NAD(P)+ transhydrogenase (AB-specific) activity,
3,GO:0004844,uracil DNA N-glycosylase activity,
3,GO:0046914,transition metal ion binding,
3,GO:0015556,C4-dicarboxylate transmembrane transporter activity,
3,GO:0003879,ATP phosphoribosyltransferase activity,
3,GO:0008409,5'-3' exonuclease activity,
3,GO:0036094,small molecule binding,
3,GO:0008812,choline dehydrogenase activity,
3,GO:0008802,betaine-aldehyde dehydrogenase activity,
3,GO:0003992,N2-acetyl-L-ornithine:2-oxoglutarate 5-aminotransferase activity,
3,GO:0008899,homoserine O-succinyltransferase activity,
3,GO:0003994,aconitate hydratase activity,
3,GO:0008733,L-arabinose isomerase activity,
3,GO:0008725,DNA-3-methyladenine glycosylase activity,
3,GO:0047768,"carboxy-cis,cis-muconate cyclase activity",
3,GO:0004113,"2',3'-cyclic-nucleotide 3'-phosphodiesterase activity",
3,GO:0008664,2'-5'-RNA ligase activity,
3,GO:0051060,pullulanase activity,
3,GO:0008897,holo-[acyl-carrier-protein] synthase activity,
3,GO:0018578,"protocatechuate 3,4-dioxygenase activity",
3,GO:0008927,mannonate dehydratase activity,
3,GO:0050518,2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase activity,
3,GO:0009010,sorbitol-6-phosphate 2-dehydrogenase activity,
3,GO:0016813,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amidines",
3,GO:0008174,mRNA methyltransferase activity,
3,GO:0103047,methyl beta-D-glucoside 6-phosphate glucohydrolase activity,
3,GO:0008706,6-phospho-beta-glucosidase activity,
3,GO:0031625,ubiquitin protein ligase binding,
3,GO:0016817,"hydrolase activity, acting on acid anhydrides",
3,GO:0050839,cell adhesion molecule binding,
3,GO:0050897,cobalt ion binding,
3,GO:0042954,lipoprotein transporter activity,
3,GO:0000340,RNA 7-methylguanosine cap binding,
3,GO:0004482,mRNA (guanine-N7-)-methyltransferase activity,
3,GO:0052915,23S rRNA (guanine(2445)-N(2))-methyltransferase activity,
3,GO:0061798,"GTP 3',8'-cyclase activity",
3,GO:0005216,ion channel activity,
3,GO:0017174,glycine N-methyltransferase activity,
3,GO:0052730,sarcosine N-methyltransferase activity,
3,GO:0018576,"catechol 1,2-dioxygenase activity",
3,GO:0008995,ribonuclease E activity,
3,GO:0047516,"1,3-propanediol dehydrogenase activity",
3,GO:0030272,5-formyltetrahydrofolate cyclo-ligase activity,
3,GO:0016977,chitosanase activity,
3,GO:0043714,(R)-citramalate synthase activity,
3,GO:0017048,Rho GTPase binding,
3,GO:0008984,protein-glutamate methylesterase activity,
3,GO:0008923,lysine decarboxylase activity,
3,GO:0050385,ureidoglycolate lyase activity,
3,GO:0005354,galactose transmembrane transporter activity,
3,GO:0008987,quinolinate synthetase A activity,
3,GO:0070290,N-acylphosphatidylethanolamine-specific phospholipase D activity,
3,GO:0015417,polyamine-transporting ATPase activity,
3,GO:0015419,ATPase-coupled sulfate transmembrane transporter activity,
3,GO:0004693,cyclin-dependent protein serine/threonine kinase activity,
3,GO:0008353,RNA polymerase II carboxy-terminal domain kinase activity,
3,GO:0003916,DNA topoisomerase activity,
3,GO:0015591,D-ribose transmembrane transporter activity,
3,GO:0042393,histone binding,
3,GO:0005086,ARF guanyl-nucleotide exchange factor activity,
3,GO:0061575,cyclin-dependent protein serine/threonine kinase activator activity,
3,GO:0005113,patched binding,
3,GO:0044389,ubiquitin-like protein ligase binding,
3,GO:0016823,"hydrolase activity, acting on acid carbon-carbon bonds, in ketonic substances",
3,GO:0008893,"guanosine-3',5'-bis(diphosphate) 3'-diphosphatase activity",
3,GO:0008201,heparin binding,
3,GO:0003979,UDP-glucose 6-dehydrogenase activity,
3,GO:0051903,S-(hydroxymethyl)glutathione dehydrogenase activity,
2,GO:0047465,N-acylglucosamine-6-phosphate 2-epimerase activity,
2,GO:0004735,pyrroline-5-carboxylate reductase activity,
2,GO:0009030,thiamine-phosphate kinase activity,
2,GO:0015321,sodium-dependent phosphate transmembrane transporter activity,
2,GO:0004729,oxygen-dependent protoporphyrinogen oxidase activity,
2,GO:0004015,adenosylmethionine-8-amino-7-oxononanoate transaminase activity,
2,GO:0004788,thiamine diphosphokinase activity,
2,GO:0008677,2-dehydropantoate 2-reductase activity,
2,GO:0004424,imidazoleglycerol-phosphate dehydratase activity,
2,GO:0008738,L-fuculose-phosphate aldolase activity,
2,GO:0004061,arylformamidase activity,
2,GO:0102420,sn-1-glycerol-3-phosphate C16:0-DCA-CoA acyl transferase activity,
2,GO:0004366,glycerol-3-phosphate O-acyltransferase activity,
2,GO:0008531,riboflavin kinase activity,
2,GO:0003919,FMN adenylyltransferase activity,
2,GO:0004520,endodeoxyribonuclease activity,
2,GO:0052693,epoxyqueuosine reductase activity,
2,GO:0004797,thymidine kinase activity,
2,GO:0050002,D-proline reductase (dithiol) activity,
2,GO:0004068,aspartate 1-decarboxylase activity,
2,GO:0015169,glycerol-3-phosphate transmembrane transporter activity,
2,GO:0003860,3-hydroxyisobutyryl-CoA hydrolase activity,
2,GO:0019120,"hydrolase activity, acting on acid halide bonds, in C-halide compounds",
2,GO:0008854,exodeoxyribonuclease V activity,
2,GO:0052692,raffinose alpha-galactosidase activity,
2,GO:0004489,methylenetetrahydrofolate reductase (NAD(P)H) activity,
2,GO:0004638,phosphoribosylaminoimidazole carboxylase activity,
2,GO:0034028,5-(carboxyamino)imidazole ribonucleotide synthase activity,
2,GO:0004034,aldose 1-epimerase activity,
2,GO:0004401,histidinol-phosphatase activity,
2,GO:0004368,glycerol-3-phosphate dehydrogenase activity,
2,GO:0022869,protein-N(PI)-phosphohistidine-lactose phosphotransferase system transporter activity,
2,GO:0070038,rRNA (pseudouridine-N3-)-methyltransferase activity,
2,GO:0004370,glycerol kinase activity,
2,GO:0008413,"8-oxo-7,8-dihydroguanosine triphosphate pyrophosphatase activity",
2,GO:0050421,nitrite reductase (NO-forming) activity,
2,GO:0008757,S-adenosylmethionine-dependent methyltransferase activity,
2,GO:0050371,tyrosine phenol-lyase activity,
2,GO:0015473,fimbrial usher porin activity,
2,GO:0008108,UDP-glucose:hexose-1-phosphate uridylyltransferase activity,
2,GO:0003991,acetylglutamate kinase activity,
2,GO:0016830,carbon-carbon lyase activity,
2,GO:0008675,2-dehydro-3-deoxy-phosphogluconate aldolase activity,
2,GO:0008700,4-hydroxy-2-oxoglutarate aldolase activity,
2,GO:0008999,ribosomal-protein-alanine N-acetyltransferase activity,
2,GO:0004133,glycogen debranching enzyme activity,
2,GO:0008882,[glutamate-ammonia-ligase] adenylyltransferase activity,
2,GO:0047304,2-aminoethylphosphonate-pyruvate transaminase activity,
2,GO:0004644,phosphoribosylglycinamide formyltransferase activity,
2,GO:0008679,2-hydroxy-3-oxopropionate reductase activity,
2,GO:0003886,DNA (cytosine-5-)-methyltransferase activity,
2,GO:0043772,acyl-phosphate glycerol-3-phosphate acyltransferase activity,
2,GO:0008926,mannitol-1-phosphate 5-dehydrogenase activity,
2,GO:0004328,formamidase activity,
2,GO:0015099,nickel cation transmembrane transporter activity,
2,GO:0004555,"alpha,alpha-trehalase activity",
2,GO:0052855,ADP-dependent NAD(P)H-hydrate dehydratase activity,
2,GO:0004369,glycerol-3-phosphate oxidase activity,
2,GO:0015574,trehalose transmembrane transporter activity,
2,GO:0004526,ribonuclease P activity,
2,GO:0008740,L-rhamnose isomerase activity,
2,GO:0034040,lipid-transporting ATPase activity,
2,GO:0008663,"2',3'-cyclic-nucleotide 2'-phosphodiesterase activity",
2,GO:0004090,carbonyl reductase (NADPH) activity,
2,GO:0017136,NAD-dependent histone deacetylase activity,
