#peptides,GO term,Name,
2,GO:0046496,nicotinamide nucleotide metabolic process,
2,GO:0006829,zinc ion transport,
2,GO:0006825,copper ion transport,
2,GO:0031167,rRNA methylation,
2,GO:0045109,intermediate filament organization,
2,GO:0097254,renal tubular secretion,
2,GO:0039523,suppression by virus of host RNA polymerase II activity,
2,GO:0075526,cap snatching,
2,GO:0016539,intein-mediated protein splicing,
2,GO:0019299,rhamnose metabolic process,
2,GO:0033362,"lysine biosynthetic process via diaminopimelate, diaminopimelate-aminotransferase pathway",
2,GO:0006113,fermentation,
2,GO:0009584,detection of visible light,
2,GO:0000077,DNA damage checkpoint,
2,GO:0019551,glutamate catabolic process to 2-oxoglutarate,
2,GO:0015628,protein secretion by the type II secretion system,
2,GO:0001678,cellular glucose homeostasis,
2,GO:0032065,cortical protein anchoring,
2,GO:0010124,phenylacetate catabolic process,
2,GO:0007156,homophilic cell adhesion via plasma membrane adhesion molecules,
2,GO:0033674,positive regulation of kinase activity,
2,GO:0018144,RNA-protein covalent cross-linking,
2,GO:0006887,exocytosis,
2,GO:0019614,catechol-containing compound catabolic process,
2,GO:0042372,phylloquinone biosynthetic process,
2,GO:0007094,mitotic spindle assembly checkpoint,
2,GO:0007264,small GTPase mediated signal transduction,
2,GO:0007034,vacuolar transport,
2,GO:0090090,negative regulation of canonical Wnt signaling pathway,
2,GO:0006955,immune response,
2,GO:0000289,nuclear-transcribed mRNA poly(A) tail shortening,
2,GO:0009737,response to abscisic acid,
2,GO:0019882,antigen processing and presentation,
2,GO:0033088,negative regulation of immature T cell proliferation in thymus,
2,GO:1905515,non-motile cilium assembly,
2,GO:0070417,cellular response to cold,
2,GO:0070689,L-threonine catabolic process to propionate,
2,GO:0050821,protein stabilization,
2,GO:1902904,negative regulation of supramolecular fiber organization,
2,GO:0019746,hopanoid biosynthetic process,
2,GO:0044571,[2Fe-2S] cluster assembly,
2,GO:0042398,cellular modified amino acid biosynthetic process,
2,GO:0006891,intra-Golgi vesicle-mediated transport,
2,GO:0046686,response to cadmium ion,
2,GO:0007020,microtubule nucleation,
2,GO:0032049,cardiolipin biosynthetic process,
2,GO:0006888,ER to Golgi vesicle-mediated transport,
2,GO:0006123,"mitochondrial electron transport, cytochrome c to oxygen",
2,GO:0006122,"mitochondrial electron transport, ubiquinol to cytochrome c",
2,GO:0006370,7-methylguanosine mRNA capping,
2,GO:0032780,negative regulation of ATPase activity,
2,GO:0039663,membrane fusion involved in viral entry into host cell,
2,GO:0043087,regulation of GTPase activity,
2,GO:0031338,regulation of vesicle fusion,
2,GO:0090630,activation of GTPase activity,
2,GO:0019572,L-arabinose catabolic process,
2,GO:0043280,positive regulation of cysteine-type endopeptidase activity involved in apoptotic process,
2,GO:0045893,"positive regulation of transcription, DNA-templated",
2,GO:0009143,nucleoside triphosphate catabolic process,
2,GO:0030321,transepithelial chloride transport,
2,GO:0051924,regulation of calcium ion transport,
2,GO:0050908,detection of light stimulus involved in visual perception,
2,GO:0042149,cellular response to glucose starvation,
2,GO:0042121,alginic acid biosynthetic process,
2,GO:0019543,propionate catabolic process,
2,GO:0006120,"mitochondrial electron transport, NADH to ubiquinone",
2,GO:0043044,ATP-dependent chromatin remodeling,
2,GO:0051603,proteolysis involved in cellular protein catabolic process,
2,GO:0045944,positive regulation of transcription by RNA polymerase II,
2,GO:0008615,pyridoxine biosynthetic process,
2,GO:0051056,regulation of small GTPase mediated signal transduction,
2,GO:0007276,gamete generation,
2,GO:0016569,covalent chromatin modification,
2,GO:0042176,regulation of protein catabolic process,
2,GO:0006566,threonine metabolic process,
2,GO:0018063,cytochrome c-heme linkage,
2,GO:0007015,actin filament organization,
2,GO:0042351,'de novo' GDP-L-fucose biosynthetic process,
2,GO:0031110,regulation of microtubule polymerization or depolymerization,
2,GO:0009411,response to UV,
2,GO:0006857,oligopeptide transport,
2,GO:0070507,regulation of microtubule cytoskeleton organization,
2,GO:0055001,muscle cell development,
2,GO:0060211,regulation of nuclear-transcribed mRNA poly(A) tail shortening,
2,GO:0010606,positive regulation of cytoplasmic mRNA processing body assembly,
2,GO:0032511,late endosome to vacuole transport via multivesicular body sorting pathway,
2,GO:0000196,MAPK cascade involved in cell wall organization or biogenesis,
2,GO:0018105,peptidyl-serine phosphorylation,
2,GO:0071902,positive regulation of protein serine/threonine kinase activity,
2,GO:0039502,suppression by virus of host type I interferon-mediated signaling pathway,
2,GO:0039564,suppression by virus of host STAT2 activity,
2,GO:0034613,cellular protein localization,
2,GO:0032456,endocytic recycling,
2,GO:0048010,vascular endothelial growth factor receptor signaling pathway,
2,GO:0051291,protein heterooligomerization,
2,GO:0070293,renal absorption,
2,GO:0042542,response to hydrogen peroxide,
2,GO:0010942,positive regulation of cell death,
2,GO:0015753,D-xylose transmembrane transport,
2,GO:1903833,positive regulation of cellular response to amino acid starvation,
2,GO:0016049,cell growth,
2,GO:0003323,type B pancreatic cell development,
2,GO:1990798,pancreas regeneration,
2,GO:0048482,plant ovule morphogenesis,
2,GO:0046621,negative regulation of organ growth,
2,GO:0005976,polysaccharide metabolic process,
2,GO:0048317,seed morphogenesis,
2,GO:0008285,negative regulation of cell proliferation,
2,GO:1900057,positive regulation of leaf senescence,
1,GO:0005991,trehalose metabolic process,
1,GO:0051262,protein tetramerization,
1,GO:0015716,organic phosphonate transport,
1,GO:0006751,glutathione catabolic process,
1,GO:0001514,selenocysteine incorporation,
1,GO:0002100,tRNA wobble adenosine to inosine editing,
1,GO:0015675,nickel cation transport,
1,GO:0019069,viral capsid assembly,
1,GO:0006474,N-terminal protein amino acid acetylation,
1,GO:0031647,regulation of protein stability,
1,GO:0006571,tyrosine biosynthetic process,
1,GO:0009298,GDP-mannose biosynthetic process,
1,GO:0044097,secretion by the type IV secretion system,
1,GO:0019553,glutamate catabolic process via L-citramalate,
1,GO:0019670,anaerobic glutamate catabolic process,
1,GO:0042173,regulation of sporulation resulting in formation of a cellular spore,
1,GO:0051606,detection of stimulus,
1,GO:0030255,protein secretion by the type IV secretion system,
1,GO:0019301,rhamnose catabolic process,
1,GO:0033567,"DNA replication, Okazaki fragment processing",
1,GO:0046690,response to tellurium ion,
1,GO:0006878,cellular copper ion homeostasis,
1,GO:0044211,CTP salvage,
1,GO:0019318,hexose metabolic process,
1,GO:0070929,trans-translation,
1,GO:0019281,L-methionine biosynthetic process from homoserine via O-succinyl-L-homoserine and cystathionine,
1,GO:0005997,xylulose metabolic process,
1,GO:0042732,D-xylose metabolic process,
1,GO:0048015,phosphatidylinositol-mediated signaling,
1,GO:0001682,tRNA 5'-leader removal,
1,GO:0043588,skin development,
1,GO:0045010,actin nucleation,
1,GO:0046653,tetrahydrofolate metabolic process,
1,GO:0040007,growth,
1,GO:0006952,defense response,
1,GO:0006694,steroid biosynthetic process,
1,GO:0051409,response to nitrosative stress,
1,GO:0039522,suppression by virus of host mRNA export from nucleus,
1,GO:0039540,suppression by virus of host RIG-I activity,
1,GO:0044694,pore-mediated entry of viral genome into host cell,
1,GO:0039707,pore formation by virus in membrane of host cell,
1,GO:0039657,suppression by virus of host gene expression,
1,GO:0075509,endocytosis involved in viral entry into host cell,
1,GO:0019545,arginine catabolic process to succinate,
1,GO:0006859,extracellular carbohydrate transport,
1,GO:0030254,protein secretion by the type III secretion system,
1,GO:0050709,negative regulation of protein secretion,
1,GO:0001100,negative regulation of exit from mitosis,
1,GO:0019544,arginine catabolic process to glutamate,
1,GO:0043101,purine-containing compound salvage,
1,GO:0008544,epidermis development,
1,GO:0007275,multicellular organism development,
1,GO:0009451,RNA modification,
1,GO:0001407,glycerophosphodiester transmembrane transport,
1,GO:0006030,chitin metabolic process,
1,GO:0006809,nitric oxide biosynthetic process,
1,GO:0046944,protein carbamoylation,
1,GO:0016126,sterol biosynthetic process,
1,GO:0010165,response to X-ray,
1,GO:0030336,negative regulation of cell migration,
1,GO:0007162,negative regulation of cell adhesion,
1,GO:0042060,wound healing,
1,GO:0002687,positive regulation of leukocyte migration,
1,GO:0090110,cargo loading into COPII-coated vesicle,
1,GO:0032324,molybdopterin cofactor biosynthetic process,
1,GO:0000820,regulation of glutamine family amino acid metabolic process,
1,GO:0000245,spliceosomal complex assembly,
1,GO:0006379,mRNA cleavage,
1,GO:0030100,regulation of endocytosis,
1,GO:0006808,regulation of nitrogen utilization,
1,GO:0071722,detoxification of arsenic-containing substance,
1,GO:0051017,actin filament bundle assembly,
1,GO:0071409,cellular response to cycloheximide,
1,GO:0036003,positive regulation of transcription from RNA polymerase II promoter in response to stress,
1,GO:0060548,negative regulation of cell death,
1,GO:1902751,positive regulation of cell cycle G2/M phase transition,
1,GO:0048544,recognition of pollen,
1,GO:0042787,ubiquitin-dependent protein catabolic process,
1,GO:0045842,positive regulation of mitotic metaphase/anaphase transition,
1,GO:0046855,inositol phosphate dephosphorylation,
1,GO:0006893,Golgi to plasma membrane transport,
1,GO:0008340,determination of adult lifespan,
1,GO:0000492,box C/D snoRNP assembly,
1,GO:0035262,gonad morphogenesis,
1,GO:0002119,nematode larval development,
1,GO:0048382,mesendoderm development,
1,GO:0031929,TOR signaling,
1,GO:1903935,response to sodium arsenite,
1,GO:0019475,L-lysine catabolic process to acetate,
1,GO:0044528,regulation of mitochondrial mRNA stability,
1,GO:0030979,alpha-glucan biosynthetic process,
1,GO:0000103,sulfate assimilation,
1,GO:0016032,viral process,
1,GO:0045132,meiotic chromosome segregation,
1,GO:0046459,short-chain fatty acid metabolic process,
1,GO:0071572,histone H3-K56 deacetylation,
1,GO:0030702,chromatin silencing at centromere,
1,GO:1990678,histone H4-K16 deacetylation,
1,GO:1990679,histone H4-K12 deacetylation,
1,GO:0006348,chromatin silencing at telomere,
1,GO:1990414,replication-born double-strand break repair via sister chromatid exchange,
1,GO:0060303,regulation of nucleosome density,
1,GO:1990383,cellular response to biotin starvation,
1,GO:0009258,10-formyltetrahydrofolate catabolic process,
1,GO:0006366,transcription by RNA polymerase II,
1,GO:0006990,positive regulation of transcription from RNA polymerase II promoter involved in unfolded protein response,
1,GO:0008406,gonad development,
1,GO:0000256,allantoin catabolic process,
1,GO:0009294,DNA mediated transformation,
1,GO:0006654,phosphatidic acid biosynthetic process,
1,GO:0048017,inositol lipid-mediated signaling,
1,GO:0019333,denitrification pathway,
1,GO:0042742,defense response to bacterium,
1,GO:0006276,plasmid maintenance,
1,GO:0042273,ribosomal large subunit biogenesis,
1,GO:0000055,ribosomal large subunit export from nucleus,
1,GO:0051382,kinetochore assembly,
1,GO:0009450,gamma-aminobutyric acid catabolic process,
1,GO:0006081,cellular aldehyde metabolic process,
1,GO:0019632,shikimate metabolic process,
1,GO:0002939,tRNA N1-guanine methylation,
1,GO:0070901,mitochondrial tRNA methylation,
1,GO:0048208,COPII vesicle coating,
1,GO:1901657,glycosyl compound metabolic process,
1,GO:0042840,D-glucuronate catabolic process,
1,GO:0048681,negative regulation of axon regeneration,
1,GO:0030509,BMP signaling pathway,
1,GO:0051984,positive regulation of chromosome segregation,
1,GO:0090398,cellular senescence,
1,GO:0000722,telomere maintenance via recombination,
1,GO:0009733,response to auxin,
1,GO:0006144,purine nucleobase metabolic process,
1,GO:0019290,siderophore biosynthetic process,
1,GO:0006797,polyphosphate metabolic process,
1,GO:0019684,"photosynthesis, light reaction",
1,GO:0009966,regulation of signal transduction,
1,GO:0043547,positive regulation of GTPase activity,
1,GO:0032467,positive regulation of cytokinesis,
1,GO:0061512,protein localization to cilium,
1,GO:0035721,intraciliary retrograde transport,
1,GO:0046413,organomercury catabolic process,
1,GO:0035927,RNA import into mitochondrion,
1,GO:0035928,rRNA import into mitochondrion,
1,GO:0097222,mitochondrial mRNA polyadenylation,
1,GO:0043457,regulation of cellular respiration,
1,GO:0070207,protein homotrimerization,
1,GO:0061014,positive regulation of mRNA catabolic process,
1,GO:2000627,positive regulation of miRNA catabolic process,
1,GO:0045926,negative regulation of growth,
1,GO:0000958,mitochondrial mRNA catabolic process,
1,GO:0000964,mitochondrial RNA 5'-end processing,
1,GO:0000962,positive regulation of mitochondrial RNA catabolic process,
1,GO:0071042,nuclear polyadenylation-dependent mRNA catabolic process,
1,GO:0070584,mitochondrion morphogenesis,
1,GO:0071850,mitotic cell cycle arrest,
1,GO:2000772,regulation of cellular senescence,
1,GO:0035458,cellular response to interferon-beta,
1,GO:0032007,negative regulation of TOR signaling,
1,GO:0019343,cysteine biosynthetic process via cystathionine,
1,GO:0031047,gene silencing by RNA,
1,GO:0015995,chlorophyll biosynthetic process,
1,GO:0032980,keratinocyte activation,
1,GO:0043616,keratinocyte proliferation,
1,GO:0003334,keratinocyte development,
1,GO:0051546,keratinocyte migration,
1,GO:0006561,proline biosynthetic process,
1,GO:0014065,phosphatidylinositol 3-kinase signaling,
1,GO:0016477,cell migration,
1,GO:0071704,organic substance metabolic process,
1,GO:0006302,double-strand break repair,
1,GO:0009446,putrescine biosynthetic process,
1,GO:0019731,antibacterial humoral response,
1,GO:0019732,antifungal humoral response,
1,GO:0034605,cellular response to heat,
1,GO:0017186,"peptidyl-pyroglutamic acid biosynthetic process, using glutaminyl-peptide cyclotransferase",
1,GO:0019685,"photosynthesis, dark reaction",
1,GO:0006086,acetyl-CoA biosynthetic process from pyruvate,
1,GO:0051694,pointed-end actin filament capping,
1,GO:0030072,peptide hormone secretion,
1,GO:0031532,actin cytoskeleton reorganization,
1,GO:0045312,nor-spermidine biosynthetic process,
1,GO:0048814,regulation of dendrite morphogenesis,
1,GO:0007166,cell surface receptor signaling pathway,
1,GO:0048593,camera-type eye morphogenesis,
1,GO:0010172,embryonic body morphogenesis,
1,GO:0030335,positive regulation of cell migration,
1,GO:0051492,regulation of stress fiber assembly,
1,GO:0001952,regulation of cell-matrix adhesion,
1,GO:0007035,vacuolar acidification,
1,GO:0070072,vacuolar proton-transporting V-type ATPase complex assembly,
1,GO:0007098,centrosome cycle,
1,GO:0015871,choline transport,
1,GO:0008380,RNA splicing,
1,GO:0015996,chlorophyll catabolic process,
1,GO:0010304,PSII associated light-harvesting complex II catabolic process,
1,GO:0035115,embryonic forelimb morphogenesis,
1,GO:0060971,embryonic heart tube left/right pattern formation,
1,GO:0007227,signal transduction downstream of smoothened,
1,GO:0001843,neural tube closure,
1,GO:0035720,intraciliary anterograde transport,
1,GO:0050680,negative regulation of epithelial cell proliferation,
1,GO:0060830,ciliary receptor clustering involved in smoothened signaling pathway,
1,GO:0060831,smoothened signaling pathway involved in dorsal/ventral neural tube patterning,
1,GO:0072594,establishment of protein localization to organelle,
1,GO:0042733,embryonic digit morphogenesis,
1,GO:0021914,negative regulation of smoothened signaling pathway involved in ventral spinal cord patterning,
1,GO:0009847,spore germination,
1,GO:0009255,Entner-Doudoroff pathway through 6-phosphogluconate,
1,GO:0007017,microtubule-based process,
1,GO:0010468,regulation of gene expression,
1,GO:0015721,bile acid and bile salt transport,
1,GO:0071281,cellular response to iron ion,
1,GO:0034220,ion transmembrane transport,
1,GO:0009415,response to water,
1,GO:0007021,tubulin complex assembly,
1,GO:0007023,post-chaperonin tubulin folding pathway,
1,GO:0051310,metaphase plate congression,
1,GO:0001822,kidney development,
1,GO:0000278,mitotic cell cycle,
1,GO:0010389,regulation of G2/M transition of mitotic cell cycle,
1,GO:0021591,ventricular system development,
1,GO:2000117,negative regulation of cysteine-type endopeptidase activity,
1,GO:0007595,lactation,
1,GO:0048034,heme O biosynthetic process,
1,GO:0006216,cytidine catabolic process,
1,GO:0006218,uridine catabolic process,
1,GO:0034356,NAD biosynthesis via nicotinamide riboside salvage pathway,
1,GO:0008655,pyrimidine-containing compound salvage,
1,GO:0009448,gamma-aminobutyric acid metabolic process,
1,GO:0046373,L-arabinose metabolic process,
1,GO:0042276,error-prone translesion synthesis,
1,GO:0019427,acetyl-CoA biosynthetic process from acetate,
1,GO:0030213,hyaluronan biosynthetic process,
1,GO:0032118,horsetail-astral microtubule organization,
1,GO:0030989,dynein-driven meiotic oscillatory nuclear movement,
1,GO:0051012,microtubule sliding,
1,GO:0000266,mitochondrial fission,
1,GO:0000001,mitochondrion inheritance,
1,GO:0039689,negative stranded viral RNA replication,
1,GO:1902979,mitotic DNA replication termination,
1,GO:0006897,endocytosis,
1,GO:0001817,regulation of cytokine production,
1,GO:0009712,catechol-containing compound metabolic process,
1,GO:0000472,"endonucleolytic cleavage to generate mature 5'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",
1,GO:0000447,"endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",
1,GO:0000480,"endonucleolytic cleavage in 5'-ETS of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",
1,GO:0071470,cellular response to osmotic stress,
1,GO:0001731,formation of translation preinitiation complex,
1,GO:0006446,regulation of translational initiation,
1,GO:0070196,eukaryotic translation initiation factor 3 complex assembly,
1,GO:0032436,positive regulation of proteasomal ubiquitin-dependent protein catabolic process,
1,GO:0015948,methanogenesis,
1,GO:0046688,response to copper ion,
1,GO:0003341,cilium movement,
1,GO:1901222,regulation of NIK/NF-kappaB signaling,
1,GO:0010038,response to metal ion,
1,GO:0015893,drug transport,
1,GO:0008104,protein localization,
1,GO:0032543,mitochondrial translation,
1,GO:0045490,pectin catabolic process,
1,GO:0006336,DNA replication-independent nucleosome assembly,
1,GO:0008653,lipopolysaccharide metabolic process,
1,GO:0046890,regulation of lipid biosynthetic process,
