# MetaGOmics GO comparison report
# MetaGOmics version: 0.1.1
# Run date: Mon Mar 05 02:10:03 PST 2018
# Run1 = 737NS_Peptide_Shaker_on_data_5
# Run2 = 737WS_Peptide_Shaker_on_data_6
GO acc	GO aspect	GO name	Run 1 ratio	Run 1 PSM count	Run 2 ratio	Run 2 PSM count	Log(2) fold change	Raw p-value	Bonf. corr. p-value	Laplace corr. Run 1 ratio	Laplace corr. Run 2 ratio	Laplace corr. Log(2) fold change	Laplace corr. Raw p-value	Laplace corr. Bonf. corr p-value	Laplace corr. q-value
GO:0032502	biological_process	developmental process	0.004908912403185339	270	0.001636145005815214	83	-1.5851028078754794	1.53E-20	3.01E-17	0.004757056593175116	0.0015940791346427555	-1.577345938072253	1.59E-20	3.13E-17	1.66E-19
GO:0019546	biological_process	arginine deiminase pathway	0.0034180575251809026	188	0.0028189004317057302	143	-0.27804415707082164	8.15E-02	1.00E+00	0.0033176520151664093	0.0027327070879590095	-0.2798317422759009	7.86E-02	1.00E+00	1.37E-01
GO:0032984	biological_process	macromolecular complex disassembly	0.002090833060615978	115	0.0033708529637879714	171	0.6890358217699486	6.24E-05	1.23E-01	0.002036230866451341	0.0032640667995065945	0.6807694400773858	7.21E-05	1.42E-01	2.26E-04
GO:0032501	biological_process	multicellular organismal process	3.9998545507436095E-4	22	1.9712590431508604E-4	10	-1.0208301659215078	5.82E-02	1.00E+00	4.0373543041707623E-4	2.0874845810797988E-4	-0.9516446569168568	6.69E-02	1.00E+00	1.20E-01
GO:0019547	biological_process	arginine catabolic process to ornithine	0.0064906730664339475	357	0.006406591890240296	325	-0.018810998284855884	8.65E-01	1.00E+00	0.006284229743013622	0.006186545213018313	-0.02260194253031944	8.37E-01	1.00E+00	8.67E-01
GO:1901293	biological_process	nucleoside phosphate biosynthetic process	0.03487145921966474	1918	0.04340712413018195	2202	0.31588510637466527	7.76E-13	1.53E-09	0.03368557786827693	0.04180662301926179	0.31160046400836183	1.61E-12	3.17E-09	1.13E-11
GO:1901292	biological_process	nucleoside phosphate catabolic process	0.0017817533907857896	98	0.003981943267164738	202	1.160174996465014	1.82E-11	3.59E-08	0.0017378177222300238	0.0038523579087199923	1.1484649776084268	2.46E-11	4.83E-08	1.57E-10
GO:0061024	biological_process	membrane organization	0.00154539834915094	85	0.0018726960909933173	95	0.27713803002167303	1.97E-01	1.00E+00	0.001509619435472546	0.0018218047253060062	0.27118342652191885	2.04E-01	1.00E+00	3.09E-01
GO:0043616	biological_process	keratinocyte proliferation	5.4543471146503765E-5	3	1.9712590431508603E-5	1	-1.4682891428927292	3.58E-01	1.00E+00	7.021485746383936E-5	3.79542651105418E-5	-0.8875143194971429	4.71E-01	1.00E+00	6.00E-01
GO:0009743	biological_process	response to carbohydrate	1.8181157048834587E-5	1	3.9425180863017206E-5	2	1.1166733578284251	5.17E-01	1.00E+00	3.510742873191968E-5	5.6931397665812695E-5	0.697448181224015	5.93E-01	1.00E+00	6.88E-01
GO:0006233	biological_process	dTDP biosynthetic process	3.6362314097669174E-5	2	1.1827554258905163E-4	6	1.701635858549583	1.26E-01	1.00E+00	5.266114309787951E-5	1.328399278868963E-4	1.3348781018393066	1.65E-01	1.00E+00	2.58E-01
GO:0000921	biological_process	septin ring assembly	7.272462819533835E-5	4	0.0012813183780480593	65	4.1390411708568795	1.49E-14	2.93E-11	8.776857182979919E-5	0.0012524907486478794	3.8349517049739514	3.57E-14	7.02E-11	2.77E-13
GO:0006231	biological_process	dTMP biosynthetic process	9.090578524417293E-5	5	1.5770072345206882E-4	8	0.7947452629410652	3.28E-01	1.00E+00	1.0532228619575902E-4	1.707941929974381E-4	0.6974481812240167	3.54E-01	1.00E+00	4.79E-01
GO:0009746	biological_process	response to hexose	1.8181157048834587E-5	1	3.9425180863017206E-5	2	1.1166733578284251	5.17E-01	1.00E+00	3.510742873191968E-5	5.6931397665812695E-5	0.697448181224015	5.93E-01	1.00E+00	6.88E-01
GO:0006235	biological_process	dTTP biosynthetic process	1.2726809934184211E-4	7	2.7597626604112044E-4	14	1.1166733578284251	8.65E-02	1.00E+00	1.404297149276787E-4	2.846569883290635E-4	1.0193762761113767	9.94E-02	1.00E+00	1.70E-01
GO:0051235	biological_process	maintenance of location	3.4544198392785715E-4	19	0.001143330245027499	58	1.7267268395124145	1.55E-06	3.05E-03	3.5107428731919675E-4	0.001119650820760983	1.6732006349773378	2.14E-06	4.21E-03	8.36E-06
GO:0006228	biological_process	UTP biosynthetic process	2.1817388458601506E-4	12	9.659169311439217E-4	49	2.14642070122248	4.22E-07	8.30E-04	2.2819828675747788E-4	9.488566277635449E-4	2.0559021521364915	6.49E-07	1.28E-03	2.78E-06
GO:0051234	biological_process	establishment of localization	0.07599723646412858	4180	0.07565692207613002	3838	-0.006474872944437937	8.35E-01	1.00E+00	0.07339207976407808	0.07285321187968498	-0.01063180269432884	7.32E-01	1.00E+00	7.73E-01
GO:0006229	biological_process	dUTP biosynthetic process	7.272462819533835E-5	4	0.0	0	null	5.48E-02	1.00E+00	8.776857182979919E-5	1.89771325552709E-5	-2.209442414384503	1.24E-01	1.00E+00	2.05E-01
GO:0031647	biological_process	regulation of protein stability	1.8181157048834587E-5	1	1.9712590431508603E-5	1	0.11667335782842514	9.54E-01	1.00E+00	3.510742873191968E-5	3.79542651105418E-5	0.11248568050285712	9.38E-01	1.00E+00	9.47E-01
GO:0031640	biological_process	killing of cells of other organism	3.8180429802552637E-4	21	0.001143330245027499	58	1.582336930177238	5.97E-06	1.17E-02	3.8618171605111644E-4	0.001119650820760983	1.5356971112274032	7.94E-06	1.56E-02	2.82E-05
GO:0018202	biological_process	peptidyl-histidine modification	3.2726082687902256E-4	18	7.687910268288356E-4	39	1.2321505752483635	2.00E-03	1.00E+00	3.335205729532369E-4	7.59085302210836E-4	1.1864862619466354	2.39E-03	1.00E+00	6.14E-03
GO:0016024	biological_process	CDP-diacylglycerol biosynthetic process	7.272462819533835E-5	4	9.856295215754302E-5	5	0.43860145271578865	6.49E-01	1.00E+00	8.776857182979919E-5	1.1386279533162539E-4	0.375520086336655	6.66E-01	1.00E+00	7.21E-01
GO:0051239	biological_process	regulation of multicellular organismal process	7.272462819533835E-5	4	9.856295215754302E-5	5	0.43860145271578865	6.49E-01	1.00E+00	8.776857182979919E-5	1.1386279533162539E-4	0.375520086336655	6.66E-01	1.00E+00	7.21E-01
GO:0070727	biological_process	cellular macromolecule localization	7.090651249045489E-4	39	0.0018332709101303002	93	1.370429950074211	2.32E-07	4.56E-04	7.021485746383935E-4	0.0017838504601954644	1.3451464372931348	3.01E-07	5.91E-04	1.34E-06
GO:0007010	biological_process	cytoskeleton organization	5.817970255627068E-4	32	0.001399593920637111	71	1.26642047733311	2.06E-05	4.05E-02	5.792725740766746E-4	0.0013663535439795047	1.2380165625867185	2.55E-05	5.01E-02	8.71E-05
GO:0006163	biological_process	purine nucleotide metabolic process	0.05823424602741718	3203	0.08505982771195963	4315	0.5466101191200612	8.64E-65	1.70E-61	0.05624210082853532	0.0819053041085492	0.5423063975821663	1.21E-63	2.37E-60	3.54E-62
GO:0006164	biological_process	purine nucleotide biosynthetic process	0.025017272099196394	1376	0.028721244258708038	1457	0.19919376519084153	1.94E-04	3.82E-01	0.024171464681926696	0.02766865926558497	0.19494784069483195	2.66E-04	5.23E-01	7.80E-04
GO:0006167	biological_process	AMP biosynthetic process	0.004363477691720301	240	0.0054998127303909	279	0.33390407404909617	8.26E-03	1.00E+00	0.004230445162196321	0.005313597115475852	0.3288793612178642	9.16E-03	1.00E+00	2.09E-02
GO:0043101	biological_process	purine-containing compound salvage	0.002599905457983346	143	0.0037256795915551265	189	0.5190444452711098	1.08E-03	1.00E+00	0.0025277348686982165	0.0036056551855014707	0.5124162873914937	1.21E-03	1.00E+00	3.27E-03
GO:0042254	biological_process	ribosome biogenesis	0.004436202319915639	244	0.006800843698870468	345	0.616388571931072	2.46E-07	4.83E-04	0.00430066001966016	0.006566087864123731	0.6104759691370134	3.06E-07	6.02E-04	1.35E-06
GO:0006168	biological_process	adenine salvage	4.1816661212319554E-4	23	4.139643990616807E-4	21	-0.014571175449825446	9.73E-01	1.00E+00	4.212891447830361E-4	4.1749691621595977E-4	-0.013045201580998977	9.76E-01	1.00E+00	9.78E-01
GO:0043100	biological_process	pyrimidine nucleobase salvage	0.0016181229773462784	89	0.002385223442212541	121	0.5598031641366248	5.13E-03	1.00E+00	0.0015798342929363852	0.0023152101717430497	0.5513699217360717	5.61E-03	1.00E+00	1.33E-02
GO:0042255	biological_process	ribosome assembly	1.8181157048834587E-4	10	3.7453921819866347E-4	19	1.0426727763846486	5.87E-02	1.00E+00	1.9309085802555822E-4	3.79542651105418E-4	0.9749821567529242	6.65E-02	1.00E+00	1.19E-01
GO:0006165	biological_process	nucleoside diphosphate phosphorylation	0.0332715173993673	1830	0.056397721224546116	2861	0.7613492069802055	1.13E-74	2.23E-71	0.03214085100407246	0.05431255337318531	0.7568775614321908	1.02E-73	2.00E-70	5.00E-72
GO:0042256	biological_process	mature ribosome assembly	1.8181157048834587E-4	10	3.7453921819866347E-4	19	1.0426727763846486	5.87E-02	1.00E+00	1.9309085802555822E-4	3.79542651105418E-4	0.9749821567529242	6.65E-02	1.00E+00	1.19E-01
GO:0006166	biological_process	purine ribonucleoside salvage	0.002599905457983346	143	0.0037256795915551265	189	0.5190444452711098	1.08E-03	1.00E+00	0.0025277348686982165	0.0036056551855014707	0.5124162873914937	1.21E-03	1.00E+00	3.27E-03
GO:0043102	biological_process	amino acid salvage	4.1816661212319554E-4	23	1.7741331388357743E-4	9	-1.236963596786273	2.45E-02	1.00E+00	4.212891447830361E-4	1.89771325552709E-4	-1.1505487253309337	2.96E-02	1.00E+00	5.83E-02
GO:0043588	biological_process	skin development	1.2726809934184211E-4	7	1.9712590431508603E-5	1	-2.6906815642291786	4.46E-02	1.00E+00	1.404297149276787E-4	3.79542651105418E-5	-1.8875143194971429	7.58E-02	1.00E+00	1.33E-01
GO:0043107	biological_process	type IV pilus-dependent motility	1.8181157048834587E-5	1	1.9712590431508603E-5	1	0.11667335782842514	9.54E-01	1.00E+00	3.510742873191968E-5	3.79542651105418E-5	0.11248568050285712	9.38E-01	1.00E+00	9.47E-01
GO:0007017	biological_process	microtubule-based process	3.6362314097669174E-5	2	0.0	0	null	1.74E-01	1.00E+00	5.266114309787951E-5	1.89771325552709E-5	-1.4724768202182972	3.56E-01	1.00E+00	4.79E-01
GO:0031118	biological_process	rRNA pseudouridine synthesis	1.8181157048834587E-5	1	0.0	0	null	3.37E-01	1.00E+00	3.510742873191968E-5	1.89771325552709E-5	-0.8875143194971429	6.10E-01	1.00E+00	6.88E-01
GO:0031119	biological_process	tRNA pseudouridine synthesis	0.0	0	9.856295215754302E-5	5	null	1.99E-02	1.00E+00	1.755371436595984E-5	1.1386279533162539E-4	2.697448181224015	4.61E-02	1.00E+00	8.47E-02
GO:0034622	biological_process	cellular macromolecular complex assembly	0.004163484964183121	229	0.007490784363973269	380	0.8473251780624311	9.16E-13	1.80E-09	0.004037354304170762	0.007230287503558213	0.8406428170518048	1.27E-12	2.50E-09	9.04E-12
GO:0031113	biological_process	regulation of microtubule polymerization	1.8181157048834587E-5	1	3.9425180863017206E-5	2	1.1166733578284251	5.17E-01	1.00E+00	3.510742873191968E-5	5.6931397665812695E-5	0.697448181224015	5.93E-01	1.00E+00	6.88E-01
GO:0031110	biological_process	regulation of microtubule polymerization or depolymerization	1.8181157048834587E-5	1	3.9425180863017206E-5	2	1.1166733578284251	5.17E-01	1.00E+00	3.510742873191968E-5	5.6931397665812695E-5	0.697448181224015	5.93E-01	1.00E+00	6.88E-01
GO:0031111	biological_process	negative regulation of microtubule polymerization or depolymerization	1.8181157048834587E-5	1	3.9425180863017206E-5	2	1.1166733578284251	5.17E-01	1.00E+00	3.510742873191968E-5	5.6931397665812695E-5	0.697448181224015	5.93E-01	1.00E+00	6.88E-01
GO:0032446	biological_process	protein modification by small protein conjugation	1.0908694229300753E-4	6	0.0	0	null	1.86E-02	1.00E+00	1.2287600056171886E-4	1.89771325552709E-5	-2.6948692415547466	4.41E-02	1.00E+00	8.34E-02
GO:0031115	biological_process	negative regulation of microtubule polymerization	1.8181157048834587E-5	1	3.9425180863017206E-5	2	1.1166733578284251	5.17E-01	1.00E+00	3.510742873191968E-5	5.6931397665812695E-5	0.697448181224015	5.93E-01	1.00E+00	6.88E-01
GO:0006171	biological_process	cAMP biosynthetic process	0.0	0	1.3798813302056022E-4	7	null	5.87E-03	1.00E+00	1.755371436595984E-5	1.518170604421672E-4	3.112485680502857	1.42E-02	1.00E+00	3.05E-02
GO:0009200	biological_process	deoxyribonucleoside triphosphate metabolic process	5.454347114650376E-4	30	5.322399416507323E-4	27	-0.03532973561662267	9.26E-01	1.00E+00	5.44165145344755E-4	5.313597115475852E-4	-0.034355707826412285	9.27E-01	1.00E+00	9.42E-01
GO:0030261	biological_process	chromosome condensation	0.003872586451401767	213	0.0037453921819866347	190	-0.048180654066463546	7.37E-01	1.00E+00	0.003756494874315405	0.0036246323180567416	-0.0515524778625398	7.19E-01	1.00E+00	7.61E-01
GO:0009204	biological_process	deoxyribonucleoside triphosphate catabolic process	0.0	0	1.1827554258905163E-4	6	null	1.08E-02	1.00E+00	1.755371436595984E-5	1.328399278868963E-4	2.919840602560461	2.55E-02	1.00E+00	5.12E-02
GO:0009202	biological_process	deoxyribonucleoside triphosphate biosynthetic process	1.9999272753718048E-4	11	2.7597626604112044E-4	14	0.46459666124873245	4.22E-01	1.00E+00	2.1064457239151804E-4	2.846569883290635E-4	0.4344137753902224	4.35E-01	1.00E+00	5.67E-01
GO:0006177	biological_process	GMP biosynthetic process	0.004254390749427294	234	0.004612746160973014	234	0.1166733578284278	3.81E-01	1.00E+00	0.004125122876000561	0.004459626150488661	0.1124856805028589	3.97E-01	1.00E+00	5.24E-01
GO:0009201	biological_process	ribonucleoside triphosphate biosynthetic process	0.014563106796116505	801	0.01768219361706322	897	0.279979100338978	5.56E-05	1.09E-01	0.014078078921499789	0.017041465034633267	0.27559888878908456	7.22E-05	1.42E-01	2.26E-04
GO:0009208	biological_process	pyrimidine ribonucleoside triphosphate metabolic process	0.0018181157048834588	100	0.003292002602061937	167	0.8565214605277536	1.84E-06	3.61E-03	0.0017729251509619435	0.003188158269285511	0.846591620529825	2.21E-06	4.34E-03	8.54E-06
GO:0009206	biological_process	purine ribonucleoside triphosphate biosynthetic process	0.01299952728991673	715	0.015375820536576712	780	0.24220423991228746	1.08E-03	1.00E+00	0.012568459486027243	0.014821140525666571	0.23784864138058115	1.32E-03	1.00E+00	3.52E-03
GO:0009205	biological_process	purine ribonucleoside triphosphate metabolic process	0.04592560270535617	2526	0.07068934928738986	3586	0.6221942069092492	6.96E-67	1.37E-63	0.04435823620278051	0.06807097447575672	0.617837761515609	7.52E-66	1.48E-62	2.38E-64
GO:0019470	biological_process	4-hydroxyproline catabolic process	0.0	0	1.9712590431508603E-5	1	null	2.98E-01	1.00E+00	1.755371436595984E-5	3.79542651105418E-5	1.1124856805028571	5.19E-01	1.00E+00	6.28E-01
GO:0019471	biological_process	4-hydroxyproline metabolic process	0.0	0	1.9712590431508603E-5	1	null	2.98E-01	1.00E+00	1.755371436595984E-5	3.79542651105418E-5	1.1124856805028571	5.19E-01	1.00E+00	6.28E-01
GO:0019474	biological_process	L-lysine catabolic process to acetyl-CoA	2.1817388458601506E-4	12	0.0	0	null	8.78E-04	1.00E+00	2.2819828675747788E-4	1.89771325552709E-5	-3.5879540376382337	2.18E-03	1.00E+00	5.64E-03
GO:0042274	biological_process	ribosomal small subunit biogenesis	3.8180429802552637E-4	21	0.001143330245027499	58	1.582336930177238	5.97E-06	1.17E-02	3.8618171605111644E-4	0.001119650820760983	1.5356971112274032	7.94E-06	1.56E-02	2.82E-05
GO:0019475	biological_process	L-lysine catabolic process to acetate	9.27239009490564E-4	51	0.0	0	null	6.88E-12	1.35E-08	9.127931470299115E-4	1.89771325552709E-5	-5.587954037638234	1.71E-11	3.37E-08	1.11E-10
GO:0019478	biological_process	D-amino acid catabolic process	1.0908694229300753E-4	6	0.0	0	null	1.86E-02	1.00E+00	1.2287600056171886E-4	1.89771325552709E-5	-2.6948692415547466	4.41E-02	1.00E+00	8.34E-02
GO:0030255	biological_process	protein secretion by the type IV secretion system	0.0	0	3.9425180863017206E-5	2	null	1.41E-01	1.00E+00	1.755371436595984E-5	5.6931397665812695E-5	1.697448181224015	2.81E-01	1.00E+00	3.99E-01
GO:0019477	biological_process	L-lysine catabolic process	0.0014181302498090978	78	0.0	0	null	1.08E-17	2.12E-14	0.0013867434349108271	1.89771325552709E-5	-6.191295067674245	2.61E-17	5.13E-14	2.29E-16
GO:0030254	biological_process	protein secretion by the type III secretion system	9.090578524417293E-5	5	9.856295215754302E-5	5	0.11667335782842869	8.98E-01	1.00E+00	1.0532228619575902E-4	1.1386279533162539E-4	0.11248568050286067	8.93E-01	1.00E+00	9.15E-01
GO:0018149	biological_process	peptide cross-linking	4.727100832696993E-4	26	1.3798813302056022E-4	7	-1.776411438255062	2.08E-03	1.00E+00	4.739502878809156E-4	1.518170604421672E-4	-1.642401821660611	2.85E-03	1.00E+00	7.21E-03
GO:0031589	biological_process	cell-substrate adhesion	7.272462819533835E-5	4	7.885036172603441E-5	4	0.11667335782842514	9.09E-01	1.00E+00	8.776857182979919E-5	9.48856627763545E-5	0.11248568050286067	9.02E-01	1.00E+00	9.21E-01
GO:0031106	biological_process	septin ring organization	7.272462819533835E-5	4	0.0012813183780480593	65	4.1390411708568795	1.49E-14	2.93E-11	8.776857182979919E-5	0.0012524907486478794	3.8349517049739514	3.57E-14	7.02E-11	2.77E-13
GO:0034613	biological_process	cellular protein localization	7.090651249045489E-4	39	0.0018332709101303002	93	1.370429950074211	2.32E-07	4.56E-04	7.021485746383935E-4	0.0017838504601954644	1.3451464372931348	3.01E-07	5.91E-04	1.34E-06
GO:0030259	biological_process	lipid glycosylation	2.908985127813534E-4	16	4.336769894931893E-4	22	0.5761049764657251	2.21E-01	1.00E+00	2.984131442213172E-4	4.3647404877123066E-4	0.5485847953095337	2.32E-01	1.00E+00	3.42E-01
GO:0032434	biological_process	regulation of proteasomal ubiquitin-dependent protein catabolic process	0.0	0	3.9425180863017206E-5	2	null	1.41E-01	1.00E+00	1.755371436595984E-5	5.6931397665812695E-5	1.697448181224015	2.81E-01	1.00E+00	3.99E-01
GO:0030258	biological_process	lipid modification	0.009836005963419513	541	5.519525320822409E-4	28	-4.155456503940785	1.02E-94	2.00E-91	0.009514113186350232	5.503368441028561E-4	-4.111682365723442	1.20E-94	2.35E-91	1.07E-92
GO:0006141	biological_process	regulation of purine nucleobase metabolic process	0.0	0	4.336769894931893E-4	22	null	1.04E-06	2.04E-03	1.755371436595984E-5	4.3647404877123066E-4	4.636047636559871	2.79E-06	5.49E-03	1.06E-05
GO:0006145	biological_process	purine nucleobase catabolic process	5.4543471146503765E-5	3	2.9568885647262904E-4	15	2.4386014527157887	2.68E-03	1.00E+00	7.021485746383936E-5	3.036341208843344E-4	2.112485680502857	4.24E-03	1.00E+00	1.04E-02
GO:0009653	biological_process	anatomical structure morphogenesis	0.003272608268790226	180	0.0014193065110686195	72	-1.2052547370589348	6.65E-10	1.31E-06	0.0031772223002387305	0.0013853306765347756	-1.1975356477003292	6.94E-10	1.37E-06	3.98E-09
GO:0006144	biological_process	purine nucleobase metabolic process	0.0018362968619322934	101	0.0016558575962467227	84	-0.14922070214460703	4.83E-01	1.00E+00	0.0017904788653279034	0.0016130562671980264	-0.15054872533093544	4.77E-01	1.00E+00	6.01E-01
GO:0042278	biological_process	purine nucleoside metabolic process	0.05727064470382895	3150	0.08576948096749394	4351	0.5826685460943155	5.38E-73	1.06E-69	0.05531175396713945	0.08258848088053895	0.578354482735659	9.11E-72	1.79E-68	3.98E-70
GO:0006147	biological_process	guanine catabolic process	5.4543471146503765E-5	3	2.9568885647262904E-4	15	2.4386014527157887	2.68E-03	1.00E+00	7.021485746383936E-5	3.036341208843344E-4	2.112485680502857	4.24E-03	1.00E+00	1.04E-02
GO:0018130	biological_process	heterocycle biosynthetic process	0.08630595251081778	4747	0.11236176545959904	5700	0.3806192273384612	5.70E-46	1.12E-42	0.0833450358095773	0.10818863269759939	0.3763807469940139	7.82E-45	1.54E-41	1.75E-43
GO:0010639	biological_process	negative regulation of organelle organization	1.8181157048834587E-5	1	3.9425180863017206E-5	2	1.1166733578284251	5.17E-01	1.00E+00	3.510742873191968E-5	5.6931397665812695E-5	0.697448181224015	5.93E-01	1.00E+00	6.88E-01
GO:0019464	biological_process	glycine decarboxylation via glycine cleavage system	4.908912403185339E-4	27	0.0	0	null	6.01E-07	1.18E-03	4.915040022468755E-4	1.89771325552709E-5	-4.694869241554747	1.52E-06	2.99E-03	6.28E-06
GO:0010631	biological_process	epithelial cell migration	5.4543471146503765E-5	3	1.9712590431508603E-5	1	-1.4682891428927292	3.58E-01	1.00E+00	7.021485746383936E-5	3.79542651105418E-5	-0.8875143194971429	4.71E-01	1.00E+00	6.00E-01
GO:0006152	biological_process	purine nucleoside catabolic process	1.0908694229300753E-4	6	5.913777129452581E-4	30	2.4386014527157904	2.17E-05	4.27E-02	1.2287600056171886E-4	5.882911092133979E-4	2.25932706883213	3.51E-05	6.91E-02	1.18E-04
GO:0022618	biological_process	ribonucleoprotein complex assembly	0.0018908403330787972	104	0.0015770072345206883	80	-0.261838265425304	2.21E-01	1.00E+00	0.001843140008425783	0.0015371477369769428	-0.26190983427863834	2.19E-01	1.00E+00	3.23E-01
GO:0022613	biological_process	ribonucleoprotein complex biogenesis	0.004436202319915639	244	0.006800843698870468	345	0.616388571931072	2.46E-07	4.83E-04	0.00430066001966016	0.006566087864123731	0.6104759691370134	3.06E-07	6.02E-04	1.35E-06
GO:0022610	biological_process	biological adhesion	0.002527180829788008	139	0.007273945869226675	369	1.5252092911653152	3.52E-29	6.93E-26	0.002457520011234377	0.007021539045450232	1.5145841240742053	6.36E-29	1.25E-25	8.50E-28
GO:0010648	biological_process	negative regulation of cell communication	1.8181157048834587E-5	1	3.9425180863017206E-5	2	1.1166733578284251	5.17E-01	1.00E+00	3.510742873191968E-5	5.6931397665812695E-5	0.697448181224015	5.93E-01	1.00E+00	6.88E-01
GO:0010647	biological_process	positive regulation of cell communication	1.6363041343951128E-4	9	9.856295215754302E-5	5	-0.7313235487265217	3.58E-01	1.00E+00	1.7553714365959837E-4	1.1386279533162539E-4	-0.624479913663345	3.98E-01	1.00E+00	5.25E-01
GO:0031564	biological_process	transcription antitermination	0.0026362677720810153	145	0.0028583256125687476	145	0.11667335782842514	4.90E-01	1.00E+00	0.002562842297430136	0.0027706613530695512	0.11248568050286067	5.05E-01	1.00E+00	6.28E-01
GO:0010646	biological_process	regulation of cell communication	1.8181157048834587E-4	10	1.9712590431508604E-4	10	0.11667335782842692	8.56E-01	1.00E+00	1.9309085802555822E-4	2.0874845810797988E-4	0.1124856805028589	8.55E-01	1.00E+00	8.84E-01
GO:0055114	biological_process	oxidation-reduction process	0.1985382349732737	10920	0.18291312661396833	9279	-0.11825825916836719	1.07E-10	2.10E-07	0.19170411459064737	0.17610779011291394	-0.12242257417105673	2.80E-11	5.51E-08	1.77E-10
GO:0042219	biological_process	cellular modified amino acid catabolic process	3.9998545507436095E-4	22	0.002345798261349524	119	2.5520595024990733	2.33E-18	4.57E-15	4.0373543041707623E-4	0.002277255906632508	2.4958143200543645	4.36E-18	8.58E-15	4.05E-17
GO:0008380	biological_process	RNA splicing	1.8181157048834587E-5	1	0.0	0	null	3.37E-01	1.00E+00	3.510742873191968E-5	1.89771325552709E-5	-0.8875143194971429	6.10E-01	1.00E+00	6.88E-01
GO:0045727	biological_process	positive regulation of translation	4.545289262208647E-4	25	4.533895799246979E-4	23	-0.0036208758892843917	9.93E-01	1.00E+00	4.5639657351495577E-4	4.5545118132650156E-4	-0.0029915369170758765	9.94E-01	1.00E+00	9.94E-01
GO:0031163	biological_process	metallo-sulfur cluster assembly	6.545216537580451E-4	36	0.0037453921819866347	190	2.5166039647170635	7.84E-28	1.54E-24	6.49487431540514E-4	0.0036246323180567416	2.4804611429096575	1.60E-27	3.15E-24	2.00E-26
GO:0009233	biological_process	menaquinone metabolic process	1.9999272753718048E-4	11	4.336769894931893E-4	22	1.116673357828427	3.16E-02	1.00E+00	2.1064457239151804E-4	4.3647404877123066E-4	1.0510851358387168	3.65E-02	1.00E+00	7.10E-02
GO:0009231	biological_process	riboflavin biosynthetic process	0.0012544998363695865	69	5.322399416507323E-4	27	-1.236963596786273	9.80E-05	1.93E-01	0.0012287600056171885	5.313597115475852E-4	-1.2094424143845028	1.13E-04	2.21E-01	3.41E-04
GO:0051172	biological_process	negative regulation of nitrogen compound metabolic process	0.002109014217664812	116	0.003627116639397583	184	0.7822543187578681	3.55E-06	6.97E-03	0.002053784580817301	0.003510769522725116	0.7735024214357651	4.23E-06	8.31E-03	1.54E-05
GO:0044872	biological_process	lipoprotein localization	1.0908694229300753E-4	6	0.0	0	null	1.86E-02	1.00E+00	1.2287600056171886E-4	1.89771325552709E-5	-2.6948692415547466	4.41E-02	1.00E+00	8.34E-02
GO:0009237	biological_process	siderophore metabolic process	0.0	0	1.1827554258905163E-4	6	null	1.08E-02	1.00E+00	1.755371436595984E-5	1.328399278868963E-4	2.919840602560461	2.55E-02	1.00E+00	5.12E-02
GO:0007059	biological_process	chromosome segregation	0.0013817679357114286	76	0.0013207435589110766	67	-0.06516496515738623	7.87E-01	1.00E+00	0.0013516360061789075	0.0012904450137584211	-0.06683801894170394	7.81E-01	1.00E+00	8.18E-01
GO:0051173	biological_process	positive regulation of nitrogen compound metabolic process	4.545289262208647E-4	25	4.928147607877151E-4	25	0.11667335782842692	7.75E-01	1.00E+00	4.5639657351495577E-4	4.934054464370434E-4	0.1124856805028589	7.79E-01	1.00E+00	8.16E-01
GO:0009236	biological_process	cobalamin biosynthetic process	0.003436238682229737	189	0.005815214177295038	295	0.7590020778565574	1.03E-08	2.03E-05	0.003335205729532369	0.005617231236360186	0.7520834378008612	1.31E-08	2.58E-05	6.73E-08
GO:0009235	biological_process	cobalamin metabolic process	0.003436238682229737	189	0.005815214177295038	295	0.7590020778565574	1.03E-08	2.03E-05	0.003335205729532369	0.005617231236360186	0.7520834378008612	1.31E-08	2.58E-05	6.73E-08
GO:0043543	biological_process	protein acylation	1.8181157048834587E-5	1	0.0	0	null	3.37E-01	1.00E+00	3.510742873191968E-5	1.89771325552709E-5	-0.8875143194971429	6.10E-01	1.00E+00	6.88E-01
GO:0000413	biological_process	protein peptidyl-prolyl isomerization	0.009817824806370678	540	0.009718307082733742	493	-0.014698402844492975	8.69E-01	1.00E+00	0.009496559471984271	0.009374703482303823	-0.01863187173927816	8.35E-01	1.00E+00	8.66E-01
GO:0051171	biological_process	regulation of nitrogen compound metabolic process	0.027253554416203047	1499	0.03950403122474325	2004	0.5355554830757754	5.07E-29	9.97E-26	0.026330571548939755	0.03804915077331815	0.5311254164618981	1.49E-28	2.92E-25	1.97E-27
GO:0009234	biological_process	menaquinone biosynthetic process	1.9999272753718048E-4	11	4.336769894931893E-4	22	1.116673357828427	3.16E-02	1.00E+00	2.1064457239151804E-4	4.3647404877123066E-4	1.0510851358387168	3.65E-02	1.00E+00	7.10E-02
GO:0043545	biological_process	molybdopterin cofactor metabolic process	9.27239009490564E-4	51	3.7453921819866347E-4	19	-1.3078244706994848	4.82E-04	9.47E-01	9.127931470299115E-4	3.79542651105418E-4	-1.2660259427508702	5.72E-04	1.00E+00	1.62E-03
